,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
1511,A Channel/Switchbox Definition Algorithm for Building-Block Layout.,,Yang Cai|D. F. Wong,1990,,,,155329,conf/dac/CaiW90,2,0,287,0,287,3
1512,Elise de Doncker|Ajay K. Gupta,,Multivariate Integration on Hypercubic and Mesh Networks.,-1998,,,,2175432,journals/pc/DonckerG98,3,0,0,0,0,3
1517,Tao Xie 0004|Xiao Qin|Andrew H. Sung,,SAREC: A Security-Aware Scheduling Strategy for Real-Time Applications on Clusters.,2005,,,,406830,conf/icpp/XieQS05,2,0,364,0,364,3
1518,Bertrand Cottenceau|Laurent Hardouin|I. Ouerghi,,"Kanban policy improvement thanks to a (max, +)-algebra analysis.",-2008,,,,2347857,journals/ijsysc/CottenceauHO08,2,212,0,212,0,3
1519,Online convex optimization in the bandit setting: gradient descent without a gradient,,Abraham Flaxman|Adam Tauman Kalai|H. Brendan McMahan,-2004,,,,1907192,journals/corr/cs-LG-0408007,3,5,5,5,5,3
1520,Toward Development of a Generalized Contact Algorithm for Polyhedral Objects.,,Christopher A. Tenaglia|David E. Orin|Robert A. LaFarge|Chris Lewis,1999,,,,418697,conf/icra/TenagliaOLL99,2,0,47,0,47,3
1535,Ik Rae Jeong|Jeong Ok Kwon|Dowon Hong|Dong Hoon Lee,,Constructing PEKS schemes secure against keyword guessing attacks is possible?,-2009,,,,1889910,journals/comcom/JeongKHL09,3,76,5,76,5,3
1538,Guillermo Barrenechea|Baltasar Beferull-Lozano|Martin Vetterli,,"Lattice sensor networks: capacity limits, optimal routing and robustness to failures.",-2004,,,,486130,conf/ipsn/BarrenecheaBV04,4,0,451,0,451,3
1539,Carl Murie|Robert Nadon,,A correction for estimating error when using the Local Pooled Error Statistical Test.,2008,,,,1845545,journals/bioinformatics/MurieN08,0,61,5,61,5,3
1545,Branislav M. Popovic|Naoki Suehiro|Pingzhi Z. Fan,,Orthogonal sets of quadriphase sequences with good correlation properties.,2002,,,,2259399,journals/tit/PopovicSF02,0,0,0,0,0,3
1547,Marcelo Götz|Tao Xie 0004|Florian Dittmann,,Dynamic Relocation of Hybrid Tasks: A Complete Design Flow.,-2007,,,,655028,conf/recosoc/GotzXD07,4,0,594,0,594,3
1550,Bert Vanhooff|Davy Preuveneers|Yolande Berbers,,.NET Remoting and Web Services: A Lightweight Bridge between the .NET By.,2006,,,,2120005,journals/jot/VanhooffPB06,2,52,0,52,0,3
1553,Tao Xie 0004|Yao Sun,,Sacrificing Reliability for Energy Saving: Is it worthwhile for disk arrays?,-2008,,,,485529,conf/ipps/XieS08,1,0,5,0,5,3
1558,Luca Bixio|Giacomo Oliveri|Marina Ottonello|Carlo S. Regazzoni,,OFDM Recognition Based on Cyclostationary Analysis in an Open Spectrum Scenario.,2009,,,,809044,conf/vtc/BixioOOR09,4,0,598,0,598,3
1571,Xuan Qi|Huiping Zhou|Huowang Chen,,An Interlingua-Based Chinese-English MT System.,-2002,,,,2103034,journals/jcst/QiZC02,0,198,5,198,5,3
1572,He Xu|X. Z. Gao|Tong Wang|Kai Xue,,Harmony Search Optimization Algorithm: Application to a Reconfigurable Mobile Robot Prototype.,2010,,,,2432266,series/sci/XuGWX10,6,0,602,0,602,3
1574,Imperfect cross-correlation and amplitude balance effects on conventional multiuser decoder with turbo encoding.,,Simona Viorica Halunga|Nicolae Vizireanu|Octavian Fratu,2010,,,,2320834,journals/dsp/HalungaVF10,3,248,0,248,0,3
1577,Chuan Chin Teo|Han Foon Neo|Michael Goh Kah Ong|Connie Tee|K. S. Sim,,A Robust Iris Segmentation with Fuzzy Supports.,2010,,,,402532,conf/iconip/TeoNOTS10,1,0,319,0,319,3
1587,Patrice N. Lamy|Hector Menendez|Thomas Müller|Eve L. Varma,,Status and perspectives for the optical control plane.,2006,,,,1839579,journals/bell/LamyMMV06,5,250,5,250,5,3
1591,Merouane Bouzid|Amar Djeradi|Bachir Boudraa,,"Optimized trellis coded vector quantization of LSF parameters, application to the 4.8kbps FS1016 speech coder.",2005,,,,2312446,journals/sigpro/BouzidDB05,0,151,5,151,5,3
1596,Jaume Garcia-Barnes|Debora Gil|Francesc Carreras|Sandra Pujadas,,Regional motion patterns for the Left Ventricle function assessment.,2008,,,,412870,conf/icpr/Garcia-BarnesGCP08,1,0,89,0,89,3
1599,Mirko Hornák|Roman Sotak,,"The fifth jump of the point-distinguishing chromatic index of Kn, n.",-1996,,,,1834427,journals/arscom/HornakS96,0,252,5,252,5,3
1600,Elizabeth Burd|Malcolm Munro,,A method for the identification of reusable units through the reengineering of legacy code.,1998,,,,2129809,journals/jss/BurdM98,3,210,5,210,5,3
1603,Jürgen Teich|Frank Hannig|Holger Ruckdeschel|Hritam Dutta|Dmitrij Kissler|Andrej Stravet,,A Unified Retargetable Design Methodology for Dedicated and Re-Programmable Multiprocessor Arrays: Case Study and Quantitative Evaluation.,2007,,,,217219,conf/ersa/TeichHRDKS07,2,0,0,0,0,3
1611,Jing Wang|Zhijian Wu|Hui Wang,,Hybrid Differential Evolution Algorithm with Chaos and Generalized Opposition-Based Learning.,2010,,,,826062,conf/isica/WangWW10,1,0,614,0,614,3
1617,Luca Aceto|Wan Fokkink|Anna Ingólfsdóttir,,A note on an expressiveness hierarchy for multi-exit iteration.,-2003,,,,2053050,journals/ipl/AcetoFI03,3,95,5,95,5,3
1618,Taoufik Bdiri|Fabien Moutarde|Bruno Steux,,Visual object categorization with new keypoint-based adaBoost features,2009,,,,1921673,journals/corr/abs-0910-1294,0,5,0,5,0,3
1624,"""On growth of ellipsoidal tumours"".",,George Dassios,2008,,,,74832,conf/bibe/Dassios08,1,0,622,0,622,3
1625,Bernhard Kick|Ulrich Baur|Jürgen Koehl|Thomas Ludwig 0004|Thomas Pflueger,,Standard-cell-based design methodology for high-performance support chips.,1997,,,,2003054,journals/ibmrd/KickBKLP97,2,28,623,28,623,3
1627,Multi-execution: multicore caching for data-similar executions.,,Susmit Biswas|Diana Franklin|Alan Savage|Ryan Dixon|Timothy Sherwood|Frederic T. Chong,-2009,,,,494154,conf/isca/BiswasFSDSC09,4,0,405,0,405,3
1631,Madhu Mutyam|Melvin Eze|Narayanan Vijaykrishnan|Yuan Xie,,Delay and Energy Efficient Data Transmission for On-Chip Buses.,-2006,,,,531063,conf/isvlsi/MutyamEVX06,1,0,360,0,360,3
1632,Martin Müller|Joachim Niehren|Ralf Treinen,,The First-Order Theory of Ordering Constraints over Feature Trees.,1998,,,,568780,conf/lics/MullerNT98,1,0,580,0,580,3
1638,Jun Zhang|Jing-Ru Zhang|Kang Li,,A Sequential Niching Technique for Particle Swarm Optimization.,2005,,,,367153,conf/icic/ZhangZL05,1,0,259,0,259,3
1652,S. R. Kingan|James G. Oxley,,On the matroids in which all hyperplanes are binary.,-1996,,,,1956164,journals/dm/KinganO96,3,68,0,68,0,3
1663,Zeeshan Patoli|Michael Gkion|Abdullah Al-Barakati|Wei Zhang|Paul F. Newbury|Martin White,,How to Build an Open Source Render Farm Based on Desktop Grid Computing.,2008,,,,866906,conf/imtic/PatoliGAZNW08,1,0,634,0,634,3
1667,Ángel Fernando Kuri Morales|Alexis Lozano,,Sampling for Information and Structure Preservation When Mining Large Data Bases.,2010,,,,307495,conf/iberamia/MoralesL10,2,0,637,0,637,3
1668,Lihua Zhou|Weiyi Liu|Yufeng Xu|Hongmei Chen,,Behavior Observation-Based Rival's Private Information Inferring.,-2008,,,,910033,conf/ncm/ZhouLXC08,0,0,638,0,638,3
1669,Andreas Rauber|Andreas Aschenbrenner|Oliver Witvoet,,Austrian Online Archive Processing: Analyzing Archives of the World Wide Web.,2002,,,,216507,conf/ercimdl/RauberAW02,2,0,639,0,639,3
1670,Hidekazu Fukai|Taishin Nomura|Shinji Doi|Shunsuke Sato,,Hopf bifurcations in multiple-parameter space of the Hodgkin-Huxley equations II. Singularity theoretic approach and highly degenerate bifurcations.,-2000,,,,1838199,journals/bc/FukaiNDS00,0,254,5,254,5,3
1671,Tao Wang|Qigang Wang|Dong Liu|Michael Liao|Kevin Wang|Lu Cao|Li Zhao|Ravi R. Iyer|Ramesh Illikkal|John Du|Liang Wang,,Hardware/Software Co-Simulation for Last Level Cache Exploration.,-2009,,,,889142,conf/nas/WangWLLWCZIIDW09,1,0,282,0,282,3
1680,Kirsty Bradbrook|Graham Winstanley|David Glasspool|John Fox|Richard N. Griffiths,,AI Planning Technology as a Component of Computerised Clinical Practice Guidelines.,2005,,,,39815,conf/aime/BradbrookWGFG05,2,0,0,0,0,3
1685,Martin Otto|Jan Van den Bussche,,First-Order Queries on Databases Embedded in an Infinite Structure.,1996,,,,2056670,journals/ipl/OttoB96,0,95,0,95,0,3
1704,Akmal B. Chaudhri,,"Objects, XML and databases - Preface.",2002,,,,2046875,journals/infsof/Chaudhri02,3,158,0,158,0,3
1711,Fundamentals of Exception Handling within Workflow-Based Web Applications.,,Marco Brambilla|Christina Tziviskou,-2005,,,,2138587,journals/jwe/BrambillaT05,0,263,5,263,5,3
1713,Peter Becker|Stefan Müller,,Visual Support for Combining Algorithms via the Internet.,-1998,,,,177726,conf/dexaw/BeckerM98,2,0,643,0,643,3
1721,A Correctness Proof of a Distributed Minimum-Weight Spanning Tree Algorithm (extended abstract).,,Frank A. Stomp|Willem P. de Roever,-1987,,,,348519,conf/icdcs/StompR87,2,0,133,0,133,3
1727,Serge Abiteboul|Rakesh Agrawal|Philip A. Bernstein|Michael J. Carey|Stefano Ceri|W. Bruce Croft|David J. DeWitt|Michael J. Franklin|Hector Garcia-Molina|Dieter Gawlick|Jim Gray|Laura M. Haas|Alon Y. Halevy|Joseph M. Hellerstein|Yannis E. Ioannidis|Martin L. Kersten|Michael J. Pazzani|Michael Lesk|David Maier|Jeffrey F. Naughton|Hans-Jörg Schek|Timos K. Sellis|Avi Silberschatz|Michael Stonebraker|Richard T. Snodgrass|Jeffrey D. Ullman|Gerhard Weikum|Jennifer Widom|Stanley B. Zdonik,,The Lowell Database Research Self Assessment,-2003,,,,1906339,journals/corr/cs-DB-0310006,0,5,0,5,0,3
1731,Nejla Ghaboosi|Abolfazl Toroghi Haghighat,,A Path Relinking Approach for Delay-Constrained Least-Cost Multicast Routing Problem.,-2007,,,,434238,conf/ictai/GhaboosiH07,1,0,649,0,649,3
1732,Martin Apel|Joachim Biskup|Ulrich Flegel|Michael Meier,,"Towards Early Warning Systems - Challenges, Technologies and Architecture.",-2009,,,,797672,conf/critis/ApelBFM09,2,0,650,0,650,3
1737,Resource-Optimized Quality-Assured Ambiguous Context Mediation in Pervasive Environments.,,Nirmalya Roy|Christine Julien|Sajal K. Das,-2009,,,,652223,conf/qshine/RoyJD09,1,0,654,0,654,3
1738,Jan Peter van Zandwijk|Maarten F. Bobbert|Guus C. Baan|Peter A. Huijing,,From twitch to tetanus: performance of excitation dynamics optimized for a twitch in predicting tetanic muscle forces.,-1996,,,,1838502,journals/bc/ZandwijkBBH96,0,254,5,254,5,3
1747,Balaji Raman|Samarjit Chakraborty,,Application-specific workload shaping in multimedia-enabled personal mobile devices.,2008,,,,2249083,journals/tecs/RamanC08,2,264,5,264,5,3
1748,Balaji Raman|Samarjit Chakraborty,,Application-specific workload shaping in multimedia-enabled personal mobile devices.,2006,,,,125668,conf/codes/RamanC06,1,0,657,0,657,3
1750,Zhiyu Yang|Lang Tong,,On the Error Exponent and the Use of LDPC Codes for Cooperative Sensor Networks With Misinformed Nodes.,-2007,,,,2261497,journals/tit/YangT07,0,2,5,2,5,3
1751,Tianxia Gong|Shimiao Li|Chew Lim Tan|Boon Chuan Pang|C. C. Tchoyoson Lim|Cheng Kiang Lee|Qi Tian|Zhuo Zhang,,Automatic Pathology Annotation on Medical Images: A Statistical Machine Translation Framework.,2010,,,,414114,conf/icpr/GongLTPLLTZ10,1,0,89,0,89,3
1760,Stefan Vacek|Cornelius Bürkle|Joachim Schröder|Rüdiger Dillmann,,Detektion von fahrspuren und kreuzungen auf nichtmarkierten stra\en zum autonomen führen von fahrzeugen.,2007,,,,48189,conf/ams/VacekBSD07,0,0,5,0,5,3
1763,Chih-Hsing Chu|Ya-Tien Tsai|Charlie C. L. Wang|Tsz-Ho Kwok,,Exemplar-based statistical model for semantic parametric design of human body.,-2010,,,,2395958,journals/cii/ChuTWK10,3,100,5,100,5,3
1765,Models for Molecular Computation: Conformational Automata in the Cytoskeleton.,,Stuart R. Hameroff|Judith E. Dayhoff|Rafael Lahoz-Beltra|Alexei V. Samsonovich|Steen Rasmussen,-1992,,,,1893787,journals/computer/HameroffDLSR92,0,199,5,199,5,3
1767,Chen Li 0006|Jiayin Qi|Huaying Shu,,A System Dynamics Model for SMS Governance.,2007,,,,453210,conf/ifip8/LiQS07c,2,0,661,0,661,3
1769,Martin Bertram,,Biorthogonal Loop-Subdivision Wavelets.,-2004,,,,1896974,journals/computing/Bertram04,1,266,663,266,663,3
1771,Juanma González Nieto|DongGook Park|Colin Boyd|Ed Dawson,,Key Recovery in Third Generation Wireless Communication Systems.,2000,,,,634267,conf/pkc/ParkBD00,1,0,664,0,664,3
1782,So What Is an Optimal Test Mix? A Discussion of the SEMATECH Methods Experiment.,,Phil Nigh|Wayne M. Needham|Kenneth M. Butler|Peter C. Maxwell|Robert C. Aitken|Wojciech Maly,-1997,,,,534042,conf/itc/NighNBMAM97,1,0,666,0,666,3
1784,Susan Bartlett|Grzegorz Kondrak|Colin Cherry,,Automatic Syllabification with Structured SVMs for Letter-to-Phoneme Conversion.,2008,,,,25252,conf/acl/BartlettKC08,1,0,667,0,667,3
1790,Luis Loyola|Masakatsu Ogawa|Kengo Nagata|Satoru Aikawa,,Proposal and Evaluation of a Mesh Wireless Local Area Network Architecture with Dual DCF-HCCA Channel Access Scheme in the Vicinity of Gateway Access Points.,-2006,,,,2011348,journals/ieicet/LoyolaONA06,3,34,671,34,671,3
1799,Jaime Lloret|Miguel Garcia|Diana Bri|Juan R. Diaz,,Study and performance of a group-based Content Delivery Network.,-2009,,,,2339443,journals/jnca/LloretGBD09,2,227,0,227,0,3
1811,Ian Stewart|Shujia Zhou,,"A Memory Centric Kernel Framework for Accelerating Short-Range, Interactive Particle Simulation.",-2010,,,,97827,conf/ccgrid/StewartZ10,2,0,195,0,195,3
1812,Adolfo Sánchez-Flores,,"An improved upper bound for Ramsey number N (3, 3, 3, 3; 2).",1995,,,,1956458,journals/dm/Sanchez-Flores95,3,68,0,68,0,3
1815,Localization Estimation Algorithm (LEA): A Supervised Prior-Based Approach for Solving the EEG/MEG Inverse Problem.,,Jérémie Mattout|Mélanie Pélégrini-Issac|Anne Bellio|Jean Daunizeau|Habib Benali,-2003,,,,479858,conf/ipmi/MattoutPBDB03,2,0,440,0,440,3
1816,Andry Rakotonirainy|Andy Bond|Jadwiga Indulska|D. Leonard,,SCAF: A Simple Component Architecture Framework.,2000,,,,800650,conf/tools/RakotonirainyBIL00,2,0,681,0,681,3
1821,Rekha Kandwal|Kamal Kant Bharadwaj,,Cumulative growth of production rules with fuzzy hierarchy (PRFH).,-2006,,,,58981,conf/asc/KandwalB06,4,0,683,0,683,3
1823,Fengyun Cao|Jaswinder Pal Singh,,MEDYM: Match-Early and Dynamic Multicast for Content-Based Publish-Subscribe Service Networks.,2005,,,,349269,conf/icdcsw/CaoS05,1,0,11,0,11,3
1830,Chang Xu|Shing-Chi Cheung|Cindy Lo|K. C. Leung|Jun Wei,,Cabot: On the Ontology for the Middleware Support of Context-Aware Pervasive Applications.,2004,,,,609397,conf/npc/XuCLLW04,1,0,528,0,528,3
1836,Achal Bassamboo|Sunil Kumar|Ramandeep S. Randhawa,,Dynamics of New Product Introduction in Closed Rental Systems.,-2009,,,,2394080,journals/ior/BassambooKR09,2,270,0,270,0,3
1837,Stéphane Dalmas|Marc Gaëtano|Alain Sausse,,A Distributed and Cooperative Environment for Computer Algebra.,1996,,,,2127299,journals/jsc/DalmasGS96,3,261,0,261,0,3
1838,Madhuchhanda Bhattacharjee|Colin C. Pritchard|Peter S. Nelson|Elja Arjas,,Bayesian integrated functional analysis of microarray data.,2004,,,,1840677,journals/bioinformatics/BhattacharjeePNA04,3,0,0,0,0,3
1843,Aled Edwards|Anna Fischer|Antonio Lain,,Diverter: a new approach to networking within virtualized infrastructures.,2009,,,,690344,conf/sigcomm/EdwardsFL09,1,0,690,0,690,3
1846,L. Peternai|J. Kovác|G. Irmer|S. Hasenöhrl|J. Novák|R. Srnánek,,Investigation of graded InxGa1-xP buffer by Raman scattering method.,2006,,,,2318642,journals/mj/PeternaiKIHNS06,3,191,5,191,5,3
1852,Ling Tan|Shun-yi Zhang|Hao-yun Wang,,A Group Trust Mechanism Based on User Behaviors and Policy Trust in Trustworthy Routing Systems.,2008,,,,911322,conf/paciia/TanZW08,2,0,5,0,5,3
1858,A Refinement Driven Component-Based Design.,,Zhenbang Chen|Zhiming Liu|Volker Stolz|Lu Yang|Anders P. Ravn,2007,,,,357353,conf/iceccs/ChenLSYR07,1,0,693,0,693,3
1877,The golden code: a 2/spl times/2 full-rate space-time code with nonvanishing determinants.,,Jean-Claude Belfiore|Ghaya Rekaya|Emanuele Viterbo,2005,,,,2255396,journals/tit/BelfioreRV05,3,2,5,2,5,3
1882,Pilsung Kang|Sunghoon Park|Seongseob Hwang|Hyoungjoo Lee|Sungzoon Cho,,Improvement of keystroke data quality through artificial rhythms and cues.,2008,,,,1892318,journals/compsec/KangPHLC08,3,277,5,277,5,3
1883,Jia Wang|Wu Wang|Fuwen Yang|Jinxian Zhang,,Fault detection for descriptor networked systems with multiple packet dropouts.,2009,,,,883896,conf/cdc/WangWYZ09,0,0,44,0,44,3
1888,Michele Ruta|Tommaso Di Noia|Eugenio Di Sciascio|Massimo Paolucci|Floriano Scioscia|Eufemia Tinelli,,"A semantic-based registry enabling discovery, composition and substitution of pervasive services.",2008,,,,594035,conf/mobide/RutaNSPST08,1,0,5,0,5,3
1889,"The Evaluation of Venture-Backed IPOs - Certification Model versus Adverse Selection Model, Which Does Fit Better?.",,Francesco Gangi|Rosaria Lombardo,2007,,,,885735,conf/gfkl/GangiL07,0,0,0,0,0,3
1890,Qingrong Zhang|Wenyong Wang|Shaochun Zhong|Ying Liang|Qian Xu|Xiao-Lin Quan,,Visualization Model of Virtual Plant Growth and its Application.,2006,,,,321806,conf/icat/ZhangWZLXQ06,2,0,5,0,5,3
1891,Utz Roedig|André M. Barroso|Cormac J. Sreenan,,f-MAC: A Deterministic Media Access Control Protocol Without Time Synchronization.,2006,,,,234636,conf/ewsn/RoedigBS06,4,0,5,0,5,3
1903,Kai-Zhong Jiang|Yuan-Qiong Wu|Zhao Lv|Junzhong Gu,,Research on Authors Semantic Similarity Based on Collaborative Network.,2008,,,,536930,conf/itng/JiangWLG08,1,0,5,0,5,3
1910,Hiroyasu Obata|Kenji Ishida|Satoru Takeuchi|Shouta Hanasaki,,TCP-STAR: TCP Congestion Control Method for Satellite Internet.,2006,,,,2011250,journals/ieicet/ObataITH06,3,34,5,34,5,3
1912,Querying and Exploring Large Knowledge Bases.,,Hing-Kai Hung|T. Patrick Martin|Janice I. Glasgow|Chris Walmsley|Michael A. Jenkins,1993,,,,176396,conf/dexa/HungMGWJ93,1,0,65,0,65,3
1913,Michael J. Muller|Olga Kuchinskaya|Suzanne O. Minassian|John C. Tang|Catalina Danis|Chen Zhao|Beverly L. Harrison|Thomas P. Moran,,Shared landmarks in complex coordination environments.,2005,,,,104860,conf/chi/MullerKMTDZHM05,2,0,5,0,5,3
1919,Takahiro Kawamura|Jacques-Albert De Blasio|Tetsuo Hasegawa|Massimo Paolucci|Katia P. Sycara,,Public Deployment of Semantic Service Matchmaker with UDDI Business Registry.,2004,,,,683504,conf/semweb/KawamuraBHPS04,4,0,430,0,430,3
1930,Claudio Robles|Jorge Lobo|Terry Gaasterland,,An Experimental Distributed Deductive Database System.,-1995,,,,188345,conf/dood/RoblesLG95,0,0,715,0,715,3
1934,G. V. Krishna Reddy|R. Nadarajan|R. Arumuganathan,,Analysis of a bulk queue with N-policy multiple vacations and setup times.,-1998,,,,1902251,journals/cor/ReddyNA98,2,66,321,66,321,3
1939,Simone Hämmerle|Matthias Wimmer|Bernd Radig|Michael Beetz,,"Sensor-based Situated, Individualized, and Personalized Interaction in Smart Environments.",-2005,,,,269123,conf/gi/HammerleWRB05,1,0,717,0,717,3
1947,Brendon Rhoades,,Hall-Littlewood polynomials and fixed point enumeration.,-2010,,,,1958512,journals/dm/Rhoades10,3,68,0,68,0,3
1949,Bo Zhang|Satish Ukkusuri|Wai Kin (Victor) Chan,,Agent-based Modeling for Household Level Hurricane Evacuation.,2009,,,,785904,conf/wsc/ZhangUC09,1,0,720,0,720,3
1950,Yuqiang Xian|Ning Zhang 0004|Guangze Xiong,,Concurrent Garbage Collection Implementation in a Standard JVM for Real-Time Purposes.,2004,,,,361486,conf/icess/Xian0X04,2,0,139,0,139,3
1955,Saeed Gazor|Wei Zhang,,Speech enhancement employing Laplacian-Gaussian mixture.,-2005,,,,2303004,journals/taslp/GazorZ05,3,127,5,127,5,3
1962,Jin-Hee Choi|Jin-Ghoo Choi|Chuck Yoo,,Adapting TCP Segment Size in Cellular Networks.,-2005,,,,396052,conf/icn/ChoiCY05,1,0,725,0,725,3
1964,Karl Gerlach|Shannon D. Blunt,,The factored-SVD formulation and an application example.,-2007,,,,2320564,journals/dsp/GerlachB07,2,248,0,248,0,3
1967,Cosmin Pancratov|Jacob M. Kurzer|Kelly A. Shaw|Matthew L. Trawick,,Why Computer Architecture Matters: Thinking through Trade-offs in Your Code.,2008,,,,1931907,journals/cse/PancratovKST08b,0,284,5,284,5,3
1977,Samir Genaim|Michael Codish,,Inferring Termination Conditions for Logic Programs Using Backwards Analysis.,-2001,,,,571030,conf/lpar/GenaimC01,1,0,5,0,5,3
1979,Peter Becker,,"Eine Anfragesprache für das Retrieval von Listen, Bäumen und DAGs in Datenbanken.",1995,,,,278519,conf/gvd/Becker95,1,0,571,0,571,3
1988,Tonghong Li|Qunying Xie|Jing Wang|Winston Khoon Guan Seah,,Seamless Multi-hop Handover in IPv6 Based Hybrid Wireless Networks.,-2005,,,,400348,conf/icoin/LiXWS05,1,0,730,0,730,3
1989,Guang Yang 0005|Jingli Zhou|Gang Liu,,Implementation and Performance Evaluation of an Adaptable Failure Detector in iSCSI.,-2007,,,,54731,conf/appt/YangZL07,1,0,254,0,254,3
1990,Wei Zhang|Yonggao Yang|Song Xing,,Texture Mapping with Vector Graphics: A Nested Mipmapping Solution.,-2006,,,,101839,conf/cgvr/ZhangYX06,0,0,731,0,731,3
1991,I. Haq|Radmehr Monfared|Robert Harrison|L. Lee|Andrew A. West,,A new vision for the automation systems engineering for automotive powertrain assembly.,2010,,,,2375910,journals/ijcim/HaqMHLW10,3,287,5,287,5,3
1995,José M. Sebastián|Lizardo Pari|Luis Ángel|A. Traslosheros,,Uncalibrated visual servoing using the fundamental matrix.,-2009,,,,2193571,journals/ras/SebastianPAT09,0,217,5,217,5,3
2007,Ellen Lowenfeld Walker|Takeo Kanade|Martin Herman,,A Framework for Representing and Reasoning about Three-Dimensional Objects for Vision.,-1988,,,,1821509,journals/aim/WalkerKH88,0,289,5,289,5,3
2011,Susan M. Bridges|G. Bryce Magee|Nan Wang|W. Paul Williams|Shane C. Burgess|Bindu Nanduri,,ProtQuant: a tool for the label-free quantification of MudPIT proteomics data.,2007,,,,1849515,journals/bmcbi/BridgesMWWBN07,3,21,5,21,5,3
2012,Ron Henkel|Lukas Endler|Andre Peters|Nicolas Le Novère|Dagmar Waltemath,,Ranked retrieval of Computational Biology models.,2010,,,,1851558,journals/bmcbi/HenkelEPNW10,3,21,5,21,5,3
2015,Stephanie Bricq|Christophe Collet|Jean-Paul Armspach,,Markovian segmentation of 3D brain MRI to detect Multiple Sclerosis lesions.,-2008,,,,380037,conf/icip/BricqCA08,1,0,365,0,365,3
2020,Interactive Volume Visualization on a Heterogeneous Message-Passing Multicomputer.,,Andrei State|Jonathan McAllister|Ulrich Neumann|Hong Chen|Tim J. Cullip|David T. Chen|Henry Fuchs,1995,,,,688017,conf/si3d/StateMNCCCF95,2,0,737,0,737,3
2024,Hash-Based Overlay Partitioning in Unstructured Peer-to-Peer Systems.,,Harris Papadakis|Paraskevi Fragopoulou|Evangelos P. Markatos|Marios D. Dikaiakos|Alexandros Labrinidis,-2009,,,,2179733,journals/ppl/PapadakisFMDL09,3,282,5,282,5,3
2025,Cristina Puente|Alejandro Sobrino|José Angel Olivas,,Extraction of Conditional and Causal Sentences from Queries to Provide a Flexible Answer.,-2009,,,,252751,conf/fqas/PuenteSO09,2,0,739,0,739,3
2028,Jeffrey D. Scargle,,"Astronomical Time Series, Complexity in.",-2009,,,,2425290,reference/complexity/Scargle09,6,0,741,0,741,3
2038,Tao Zhang|Mingzeng Hu|Xiao-chun Yun|Yongzheng Zhang 0002,,Computer Vulnerability Evaluation Using Fault Tree Analysis.,-2005,,,,524722,conf/ispec/ZhangHXY05,1,0,745,0,745,3
2040,Why progress in machine vision is so slow.,,Theo Pavlidis,1992,,,,2187674,journals/prl/Pavlidis92,0,75,5,75,5,3
2050,Tae-Hyong Kim|Jae-Woo Kim|Qi-Ping Yang|Jae-Hyoung Lee|Soon-Gi Park|Yeun-Seung Shin,,SDL Design of a Radio Resource Control Protocol for 3G Evolution Systems with Two Different Approaches.,-2006,,,,669544,conf/sam/KimKYLPS06,2,0,750,0,750,3
2053,David S. Kung|Robert F. Damiano|Theresa A. Nix|David J. Geiger,,BDDMAP: A Technology Mapper Based on a New Covering Algorithm.,1992,,,,156562,conf/dac/KungDNG92,2,0,219,0,219,3
2055,Antonio Montes|Michael Wibmer,,Gröbner bases for polynomial systems with parameters.,-2010,,,,2128702,journals/jsc/MontesW10,3,261,5,261,5,3
2065,Bin Zhou|Jianhua Xuan|Qingrong Wu|Yue Wang,,3-D Deformation Guided On-Line Modification of Multi-leaf Collimators for Adaptive Radiation Therapy.,2008,,,,366316,conf/iciar/ZhouXWW08,1,0,753,0,753,3
2066,On Solving the View Selection Problem in Distributed Data Warehouse Architectures.,,Andreas Bauer 0004|Wolfgang Lehner,-2003,,,,725001,conf/ssdbm/BauerL03,0,0,754,0,754,3
2067,Instrusion Detection; Network Security Beyond the Firewall: T. Escamilla.,,Rolf Oppliger,2000,,,,1887932,journals/comcom/Oppliger00,2,76,0,76,0,3
2073,Rita Puzmanova,,Book Reviews - Delivering Voice over IP and Multimedia with Session Initiation Protocol (A review of Internet Communications Using SIP by Henry Sinnreich and Alan B. Johnston).,2003,,,,1960013,journals/dsonline/Puzmanova03,2,294,0,294,0,3
2074,Erling Björgvinsson|Per-Anders Hillgren,,On the spot experiments within healthcare.,-2004,,,,623985,conf/pdc/BjorgvinssonH04,1,0,5,0,5,3
2082,Divert: Fine-grained Path Selection for Wireless LANs.,,Allen K. L. Miu|Godfrey Tan|Hari Balakrishnan|John G. Apostolopoulos,2004,,,,594955,conf/mobisys/MiuTBA04,1,0,759,0,759,3
2083,Zhenjie Zhang|Beng Chin Ooi|Srinivasan Parthasarathy|Anthony K. H. Tung,,Similarity Search on Bregman Divergence: Towards Non-Metric Indexing.,-2009,,,,2371937,journals/pvldb/ZhangOPT09,3,268,760,268,760,3
2086,Distribution of Prostrate Cancer for Optimized Biopsy Protocols.,,Jianchao Zeng 0002|John J. Bauer|Ariela Sofer|Xiaohu Yao|Brett Opell|Wei Zhang|Isabell A. Sesterhenn|Judd W. Moul|John Lynch|Seong K. Mun,2000,,,,584196,conf/miccai/ZengBSYOZSMLM00,2,0,761,0,761,3
