,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
4897,Iulian Ober|Stefan Van Baelen|Susanne Graf|Mamoun Filali|Thomas Weigert|Sébastien Gérard,,Model Based Architecting and Construction of Embedded Systems.,-2008,,,,595652,conf/models/OberBGFWG08,1,0,5,0,5,2
4899,Waree Rinsurongkawong|Carlos Ordonez,,Microarray data analysis with pca in a dbms.,2008,,,,113168,conf/cikm/RinsurongkawongO08,2,0,1386,0,1386,2
4900,Laura Maccari|Matteo Magnani|Giovannella Strappaghetti|Federico Corelli|Maurizio Botta|Fabrizio Manetti,,A Genetic-Function-Approximation-Based QSAR Model for the Affinity of Arylpiperazines toward alpha1 Adrenoceptors.,-2006,,,,2096014,journals/jcisd/MaccariMSCBM06,0,302,5,302,5,2
4903,Xiaoqin Huang|Linpeng Huang|Minglu Li,,Grid-Enabled Medical Image Processing Application System Based on OGSA-DAI Techniques.,-2006,,,,56184,conf/apweb/HuangHL06,1,0,5,0,5,2
4907,Reachability Algorithm for Biological Piecewise-Affine Hybrid Systems.,,Anil Aswani|Claire Tomlin,-2007,,,,302725,conf/hybrid/AswaniT07,1,0,1390,0,1390,2
4909,Fast estimation of hydrogen-bonding donor and acceptor propensities: a GMIPp study.,,Albert Salichs|M. López|V. Segarra|Modesto Orozco|F. Javier Luque,-2002,,,,2089505,journals/jcamd/SalichsLSOL02,3,161,5,161,5,2
4911,Michael S. Froh|David C. Barber|Kristy K. Brock|Donald B. Plewes|Anne L. Martel,,Piecewise-Quadrilateral Registration by Optical Flow - Applications in Contrast-Enhanced MR Imaging of the Breast.,-2006,,,,582911,conf/miccai/FrohBBPM06,2,0,665,0,665,2
4912,Daniel Poulin|Paul Bratley|Jacques Frémont|Ejan Mackaay,,Legal Interpretation in Expert Systems.,-1993,,,,312776,conf/icail/PoulinBFM93,5,0,515,0,515,2
4913,Modeling Topological Relations between Uncertain Spatial Regions in Geo-spatial Databases: Uncertain Intersection and Difference Topological Model.,,Ahed Alboody|Florence Sedes|Jordi Inglada,2010,,,,906593,conf/dbkda/AlboodySI10,4,0,1391,0,1391,2
4914,DSS-oriented exploration of a multi-centre magnetic resonance spectroscopy brain tumour dataset through visualization.,,Enrique Romero|Margarida Julià-Sapé|Alfredo Vellido,-2008,,,,219754,conf/esann/RomeroJV08,1,0,1392,0,1392,2
4936,An Online Blind Source Separation for Convolutive Acoustic Signals in Frequency-Domain.,,Wenyan Wu|Liming Zhang,2006,,,,397482,conf/icnc/WenyanL06,2,0,1014,0,1014,2
4939,Performance Analysis of a Cooperative Symmetric Algorithm for Real-Time Local Area Computer Communication Networks.,,Bahram Mahbod|James A. Howard,1984,,,,1880634,journals/cn/MahbodH84,3,174,5,174,5,2
4940,Antonio Manuel Ortiz|Teresa Olivares|Luis Orozco-Barbosa|Martín Perez-Juana,,Measurements with different role-based wireless sensor network organizations.,2008,,,,598787,conf/mswim/OrtizOOP08,2,0,1400,0,1400,2
4945,Pedro de Almeida,,A knowledge-based approach to the iris segmentation problem.,2010,,,,2073522,journals/ivc/Almeida10,2,170,1402,170,1402,2
4947,Marc M. Van Hulle|Temujin Gautama,,Monitoring the Formation of Kernel-Based Topographic Maps with Application to Hierarchical Clustering of Music Signals.,-2002,,,,2336168,journals/vlsisp/HulleG02,3,134,5,134,5,2
4952,Anaïs Baudot|David Martin|Pierre Mouren|François Chevenet|Alain Guénoche|Bernard Jacq|Marie-Christine Brun,,PRODISTIN Web Site: a tool for the functional classification of proteins from interaction networks.,2006,,,,1840505,journals/bioinformatics/BaudotMMCGJB06,3,61,5,61,5,2
4957,Pedro Javier García|Francisco J. Quiles|Jose Flich|José Duato|Ian Johnson|Finbar Naven,,RECN-DD: A Memory-Efficient Congestion Management Technique for Advanced Switching.,2006,,,,405044,conf/icpp/GarciaQFDJN06,1,0,364,0,364,2
4958,Cong Ling|Kwok H. Li|Alex C. Kot,,Noncoherent sequence detection of differential space-time modulatio.,2003,,,,2258511,journals/tit/LingLK03,3,2,5,2,5,2
4960,Comparison of Neural Networks and Statistical Models to Predict Gestational Age at Birth.,,J. L. Eastaugh|S. W. Smye|S. Snowden|James J. Walker|P. R. F. Dear|Amanda Farrin,1997,,,,2160631,journals/nca/EastaughSSWDF97,3,440,5,440,5,2
4963,VAMPIRE: Improved Method for Automated Center Lumen Line Definition in Atherosclerotic Carotid Arteries in CTA Data.,,Hugo A. F. Gratama van Andel|Erik H. W. Meijering|Aad van der Lugt|Henri A. Vrooman|Rik Stokking,-2004,,,,582497,conf/miccai/AndlMLVS04,2,0,917,0,917,2
4966,Amr G. Wassal|M. Anwarul Hasan,,A VLSI Architecture for ATM Algorithm-Agile Encryption.,1999,,,,274625,conf/glvlsi/WassalH99,2,0,5,0,5,2
4968,Rupak Bhattacharyya|Mohuya B. Kar|Samarjit Kar|Dwijesh Dutta Majumder,,Mean-Entropy-Skewness Fuzzy Portfolio Selection by Credibility Theory Approach.,-2009,,,,645564,conf/premi/BhattacharyyaKKM09,5,0,5,0,5,2
4969,Jiayong Le|Lawrence T. Pileggi|Anirudh Devgan,,Circuit Simulation of Nanotechnology Devices with Non-monotonic I-V Characteristics.,-2003,,,,331898,conf/iccad/LePD03,0,0,5,0,5,2
4970,A. Bianchi|M. D'Enza|Maristella Matera|A. Betta,,Designing Usable Visual Languages: The Case of Immune System Studies.,1999,,,,750493,conf/vl/BianchiDMB99,4,0,1408,0,1408,2
4971,Usa Sammapun|Raman Sharykin|Margaret DeLap|Myong Kim|Steve Zdancewic,,Formalizing Java-MaC.,-2003,,,,1974175,journals/entcs/SammapunSDKZ03,3,126,0,126,0,2
4973,Dong Mei Shan|Kee Chaing Chua|Gurusamy Mohan,,On burst rescheduling in OBS networks with partial wavelength conversion capability.,-2010,,,,1882677,journals/cn/ShanCM10,2,174,5,174,5,2
4975,Use of E-LOTOS in Adding Formality to UML.,,Robert G. Clark|Ana M. D. Moreira,-2000,,,,2136599,journals/jucs/ClarkM00,0,337,1301,337,1301,2
4978,Michael Meier|Sebastian Schmerl|Hartmut König,,Improving the Efficiency of Misuse Detection.,2005,,,,183969,conf/dimva/MeierSK05,1,0,5,0,5,2
4983,Shantanu H. Joshi|Eric Klassen|Anuj Srivastava|Ian Jermyn,,A Novel Representation for Riemannian Analysis of Elastic Curves in Rn.,-2007,,,,152437,conf/cvpr/JoshiKSJ07,1,0,1235,0,1235,2
4991,Optimal Selection of Support Vector Regression Parameters and Molecular Descriptors for Retention Indices Prediction.,,Jun Zhang|Bing Wang|Xiang Zhang,2010,,,,368335,conf/icic/ZhangWZ10,2,0,72,0,72,2
4994,Ioan Tabus|Andrea Hategan|Cristian Mircean|Jorma Rissanen|Ilya Shmulevich|Wei Zhang|Jaakko Astola,,Nonlinear modeling of protein expressions in protein arrays.,2006,,,,2351246,journals/tsp/TabusHMRSZA06,3,15,0,15,0,2
4995,H.-S. Ahn|Y. Chen|K. L. Moore,,Iterative Learning Control: Brief Survey and Categorization.,-2007,,,,2288152,journals/tsmc/AhnCM07,2,119,5,119,5,2
4998,Mylène Maurin|Morgan Magnin|Olivier H. Roux,,Modeling of Genetic Regulatory Network in Stochastic pi-Calculus.,2009,,,,877149,conf/bicob/MaurinMR09,1,0,5,0,5,2
4999,Jianping Sun|Huimin Wen|Yong Gao|Zhongwei Hu,,Metropolitan Congestion Performance Measures Based on Mass Floating Car Data.,-2009,,,,893679,conf/cso/SunWGH09,1,0,372,0,372,2
5004,Active guideline: spatiotemporal history as a motion technique and navigation aid for virtual environments.,,Andreas Simon|Christian Stern,2007,,,,758998,conf/vrst/SimonS07,1,0,5,0,5,2
5016,Arnold O. Allen,,Getting Started in Analytic Modeling.,1984,,,,119139,conf/cmg/Allen84a,1,0,1421,0,1421,2
5017,Roderick C. O. Locke|Rajni V. Patel,,Optimal Remote Center-of-Motion Location for Robotics-Assisted Minimally-Invasive Surgery.,2007,,,,419628,conf/icra/LockeP07,1,0,47,0,47,2
5020,Li Deng|Jasha Droppo|Alex Acero,,Dynamic compensation of HMM variances using the feature enhancement uncertainty computed from a parametric model of speech distortion.,2005,,,,2303148,journals/taslp/DengDA05,3,127,5,127,5,2
5021,José A. Moreno-Pérez|J. Marcos Moreno-Vega|Inmaculada Rodríguez Martín,,Variable neighborhood tabu search and its application to the median cycle problem.,2003,,,,2328084,journals/eor/Moreno-PerezMM03,0,63,5,63,5,2
5033,Jean Goubault,,Proving with BDDs and Control of Information.,1994,,,,84289,conf/cade/Goubault94,1,0,1143,0,1143,2
5034,Belief Revision with Unreliable Observations.,,Craig Boutilier|Nir Friedman|Joseph Y. Halpern,-1998,,,,14439,conf/aaai/BoutilierFH98,2,0,449,0,449,2
5035,Adaptive congestion control for hotspot management in structured peer-to-peer systems.,,Anne-Marie Bosneag|Yong Xi|Xinjie Li|Monica Brockmeyer,-2004,,,,96677,conf/ccgrid/BosneagXLB04,4,0,195,0,195,2
5036,Zeng-Guang Hou|Min Tan|Madan M. Gupta|Peter N. Nikiforuk,,Real-Time Optimization and Computation for Interconnected Nonlinear Systems Using Neural Networks.,-2004,,,,11120,conf/IEEEicci/HouTGN04,1,0,1424,0,1424,2
5044,Ana-María Fuertes,,Sieve bootstrap t-tests on long-run average parameters.,2008,,,,2322822,journals/csda/Fuertes08,0,347,5,347,5,2
5045,Thanh-Nhan Nguyen|Hung Q. Ngo|Yang Wang 0014,,Strictly Nonblocking f-Cast Photonic Switching Networks under General Crosstalk Constraints.,2008,,,,832186,conf/globecom/NguyenNW08,4,0,180,0,180,2
5046,Global continuous finite-time output feedback regulation of robot manipulators.,,Yuxin Su|Chunhong Zheng|Peter C. Müller,-2008,,,,423052,conf/icra/SuZM08,4,0,102,0,102,2
5055,Scott Farrar|William D. Lewis,,The GOLD Community of Practice: an infrastructure for linguistic data on the Web.,2007,,,,2407896,journals/lre/FarrarL07,1,112,322,112,322,2
5061,Exploring multimedia in a keyword space.,,João Magalhães|Fabio Ciravegna|Stefan M. Rüger,2008,,,,590523,conf/mm/MagalhaesCR08,2,0,135,0,135,2
5066,Ke Wang|Benjamin C. M. Fung,,Anonymizing sequential releases.,-2006,,,,555310,conf/kdd/WangF06,2,0,5,0,5,2
5068,Yuko Onoe|Hiroaki Hagino|Yukio Atsumi|Yuuichirou Miyazaki|Hirotaka Komaki|Takayuki Kushida|Nagatsugu Yamanouchi,,Network Information Based Rate Controls on Multimedia Streaming Servers.,-2003,,,,349713,conf/icdcsw/OnoeHAMKKY03,1,0,5,0,5,2
5073,Vittorio Chiesa|Francesco Jovane,,The European Supranational Programmes: A Key Mechanism for Developing Innovative CIM Systems.,1992,,,,647867,conf/prolamat/ChiesaJ92,4,0,1364,0,1364,2
5076,Hema Srikanth|Laurie A. Williams|Eric Wiebe|Carol Miller|Suzanne Balik,,On Pair Rotation in the Computer Science Course.,2004,,,,145506,conf/csee/SrikanthWWMB04,1,0,1431,0,1431,2
5077,XML Semantics Extension.,,Ferenc Havasi,2002,,,,1814361,journals/actaC/Havasi02,3,85,5,85,5,2
5085,Elder Magalhães Macambira|Cid Carvalho de Souza,,"The edge-weighted clique problem: Valid inequalities, facets and polyhedral computations.",2000,,,,2331925,journals/eor/MacambiraS00,3,63,5,63,5,2
5095,Rattana Wetprasit|Abdul Sattar,,Temporal Reasoning with Qualitative and Quantitative Information about Points and Durations.,1998,,,,17860,conf/aaai/WetprasitS98,1,0,1027,0,1027,2
5105,Armin Biere|Cyrille Artho|Malek Haroud|Viktor Schuppan,,Formal Methods Group ETH Zürich.,-2003,,,,1971997,journals/entcs/BiereAHS03,3,0,5,0,5,2
5109,Manuel Vilares Ferro|Juan Otero|Jorge Graña Gil,,On Asymptotic Finite-State Error Repair.,-2004,,,,722540,conf/spire/FerroOG04,1,0,5,0,5,2
5111,Dae-Youn Lee|Jae-Kyun Ahn|Chang-Su Kim,,Fast background subtraction algorithm using two-level sampling and silhouette detection.,2009,,,,381079,conf/icip/LeeAK09,1,0,365,0,365,2
5117,Martin Ziegler,,Effectively open real functions.,-2006,,,,2088275,journals/jc/Ziegler06,3,173,5,173,5,2
5124,Henry Ker-Chang Chang|Jonathan Jen-Rong Chen,,A Parallel Algorithm for the Knapsack Problem with Memory/Processor Tradeoff M2P = O(2n/2).,-1992,,,,2028994,journals/ijhsc/ChangC92,3,448,5,448,5,2
5125,A Morphological Methodology for Features Identification in Satellite Images.,,M. Mengucci|Fernando Muge,2003,,,,109166,conf/ciarp/MengucciM03,1,0,1438,0,1438,2
5127,Shiming Zhang|Nikos Mamoulis|David W. Cheung,,Scalable skyline computation using object-based space partitioning.,-2009,,,,703453,conf/sigmod/ZhangMC09,1,0,59,0,59,2
5128,XiaoFeng Zhou|Lin Gao|AnGuo Dong,,An Algorithm for Finding Frequent Patterns in a Large Sparse Graph.,2007,,,,468260,conf/imecs/ZhouGD07,4,0,1095,0,1095,2
5129,Ki Hwan Kim,,"JMP, Version 2. Software for Statistical Visualization on the Apple Macintosh.",1992,,,,2094130,journals/jcisd/Kim92,3,26,0,26,0,2
5131,Martin Lott|Andreas Spillner|Katharina T. Huber|Vincent Moulton,,PADRE: a package for analyzing and displaying reticulate evolution.,2009,,,,1845969,journals/bioinformatics/LottSHM09,3,61,5,61,5,2
5133,Rajesh K. Tyagi|Anil Ahlawat|Manoj Pandey|Sujata Pandey,,A new two-dimensional C-V model for prediction of maximum frequency of oscillation (fmax) of deep submicron AlGaN/GaN HEMT for microwave and millimeter wave applications.,-2008,,,,2319719,journals/mj/TyagiAPP08,3,191,5,191,5,2
5147,Kaj Hänninen|Jukka Mäki-Turja|Staffan Sandberg|John Lundbäck|Mats Lindberg|Mikael Nolin|Kurt-Lennart Lundbäck,,Framework for real-time analysis in Rubus-ICE.,2008,,,,816856,conf/etfa/HanninenMSLLNL08,1,0,5,0,5,2
5149,Rabiul Islam|Nahid Afroz|Subir Bandyopadhyay|Bhabani P. Sinha,,Computational Geometry on Optical Multi-Trees (OMULT) Computer System.,2005,,,,96130,conf/cccg/IslamABS05,2,0,940,0,940,2
5151,Anil K. Jain|Alexander P. Topchy|Martin H. C. Law|Joachim M. Buhmann,,Landscape of Clustering Algorithms.,2004,,,,409374,conf/icpr/JainTLB04,1,0,312,0,312,2
5153,Mingli Han|Yanliang Zhang|Cheng Yap Shee|Wei Tech Ang,,Estimation of the Cell Deformation.,2008,,,,857905,conf/icira/HanZSA08,1,0,749,0,749,2
5164,Pengbo Sun|Ying Wei|Alex Doboli,,Flexibility-oriented design methodology for reconfigurable DeltaSigma modulators.,2007,,,,168572,conf/date/SunWD07,1,0,111,0,111,2
5167,Nicholas R. Dono|Paul E. Green Jr.|Karen Liu|Rajiv Ramaswami|Franklin Fuk-Kay Tong,,A Wavelength Division Multiple Access Network for Computer Communication.,-1990,,,,2124754,journals/jsac/DonoGLRT90,3,47,5,47,5,2
5169,Neyire Deniz Sarier,,A New Approach for Biometric Template Storage and Remote Authentication.,-2009,,,,322272,conf/icb/Sarier09,4,0,5,0,5,2
5173,Ryan B. Hayward,,RecognizingP3-Structure: A Switching Approach.,1996,,,,2105727,journals/jct/Hayward96,3,451,5,451,5,2
5174,Min Han|Dayun Mu,,Multi-reservoir Echo State Network with Sparse Bayesian Learning.,2010,,,,520940,conf/isnn/HanM10,2,0,5,0,5,2
5175,Huanyun Zong|Zhengtao Yu|Cunli Mao|Junjie Zou|Jianyi Guo,,Parameter learning for multi-factors of entity answer extracting.,2010,,,,256545,conf/fskd/ZongYMZG10,1,0,470,0,470,2
5179,Raphaël Feraud|Marc Boullé|Fabrice Clérot|Françoise Fessant|Vincent Lemaire,,The Orange Customer Analysis Platform.,-2010,,,,470129,conf/incdm/FeraudBCFL10,1,0,845,0,845,2
5192,Ananda Swarup Das|Prosenjit Gupta|Kannan Srinathan,,Data Structures for Reporting Extension Violations in a Query Range.,2009,,,,96638,conf/cccg/DasGS09,2,0,940,0,940,2
5208,Internal resources matter more when there is intense competition: a resource-based assessment of e-business implementation.,,Sophia Wang,-2006,,,,2343305,journals/ijeb/Wang06,5,453,5,453,5,2
5218,Jagdish Chandra Patra|Pramod Kumar Meher|Goutam Chakraborty,,Nonlinear channel equalization for wireless communication systems using Legendre neural networks.,-2009,,,,2313615,journals/sigpro/PatraMC09,3,151,5,151,5,2
5223,Rosario Giuseppe Garroppo|Luca Tavanti|Stefano Giordano|Stefano Lucetti,,On the Interactions Between TCP Westwood and the AODV Routing Protocol.,2006,,,,228971,conf/eurongi/GarroppoTGL06,2,0,1223,0,1223,2
5225,Formal verification coverage: computing the coverage gap between temporal specifications.,,Sayantan Das|Prasenjit Basu|Ansuman Banerjee|Pallab Dasgupta|P. P. Chakrabarti|Chunduri Rama Mohan|Limor Fix|Roy Armoni,-2004,,,,331319,conf/iccad/DasBBDCMFA04,1,0,0,0,0,2
5228,Souad Souafi-Bensafi|Marc Parizeau|Frank Lebourgeois|Hubert Emptoz,,Logical Labeling Using Bayesien Networks.,-2001,,,,345993,conf/icdar/Souafi-BensafiPLE01,1,0,512,0,512,2
5231,Bruce I. Reiner,,Chairman's Editorial: Control Alt Delete.,-2004,,,,2337591,journals/jdi/Reiner04,3,454,0,454,0,2
5241,Catherine Canevet|Artem Lysenko|Andrea Splendiani|Matthew R. Pocock|Christopher J. Rawlings,,Analysis and visualisation of RDF resources in Ondex,-2010,,,,1929834,journals/corr/abs-1012-1661,3,0,5,0,5,2
5243,A Fast Error Evaluation Algorithm for Polynomial Approximation.,,Francis Y. L. Chin|Kenneth Steiglitz,-1977,,,,2054004,journals/ipl/ChinS77,3,95,5,95,5,2
5248,Multiresolutional Techniques in Finite Element Method Solution of Eigenvalue Problem.,,Marcin Kaminski 0002,-2004,,,,328182,conf/iccS/Kaminski04,2,0,1359,0,1359,2
5249,Epameinondas Gasparis|Jonathan Nicholson|Amnon H. Eden,,LePUS3: An Object-Oriented Design Description Language.,2008,,,,182493,conf/diagrams/GasparisNE08,0,0,1459,0,1459,2
5258,Daniel Krajzewicz|Peter Wagner,,ACME (A Common Mental Environment)- Driver A Cognitive Car Driver Model.,2002,,,,220725,conf/esm/KrajzewiczW02,1,0,0,0,0,2
5264,Paul Taylor,,An Exact Interpretation of While.,1993,,,,468538,conf/imperial/Taylor93,1,0,1463,0,1463,2
5265,S. Geetha|Siva S. Sivatha Sindhu|V. Kabilan|N. Kamaraj,,High Performance Image Steganalysis Through Stego Sensitive Feature Selection Using MBEGA.,2009,,,,910558,conf/netcom/GeethaSKK09,2,0,1464,0,1464,2
5268,Clustering Algorithms for Detecting Functional Modules in protein Interaction Networks.,,Lin Gao|Peng-Gang Sun|Jia Song,2009,,,,2086633,journals/jbcb/GaoSS09,0,317,5,317,5,2
5276,Changming Sun|Mark Berman|David Coward|Brian Osborne,,Thickness measurement and crease detection of wheat grains using stereo vision.,2007,,,,2188815,journals/prl/SunBCO07,3,75,5,75,5,2
5279,T. Patrick Martin|Wendy Powley,,Database integration using multidatabase views.,-1993,,,,90668,conf/cascon/MartinP93,1,0,350,0,350,2
5293,Hanxun Zhou|Yingyou Wen|Hong Zhao,,Detecting early worm propagation based on entropy.,2007,,,,837426,conf/infoscale/ZhouWZ07,1,0,1467,0,1467,2
5299,Todd N. Schoepflin|Christopher Lau|Rohit Garg|Donglok Kim|Yongmin Kim,,Research environment for developing and testing object tracking algorithms.,2001,,,,747318,conf/vcip/SchoepflinLGKK01,0,0,550,0,550,2
5316,Peter Bürgisser|Thomas Lickteig|Michael Shub,,Test complexity of generic polynomials.,1992,,,,2087636,journals/jc/BurgisserLS92,3,173,5,173,5,2
5317,Knowledge Discourses and Interaction Technology.,,Carsten Sørensen|Masao Kakihara,2002,,,,290768,conf/hicss/SorensenK02,1,0,295,0,295,2
5324,Ernst W. Biersack|Damiano Carra|Renato Lo Cigno|Pablo Rodriguez|Pascal Felber,,Overlay architectures for file distribution: Fundamental performance analysis for homogeneous and heterogeneous cases.,2007,,,,1882034,journals/cn/BiersackCCRF07,0,174,1475,174,1475,2
5325,Hyun-A Park|Dong Hoon Lee|Jongin Lim|Sang Hyun Cho,,PPIDS: Privacy Preserving Intrusion Detection System.,2007,,,,819137,conf/paisi/ParkLLC07,2,0,544,0,544,2
5344,Min-Soo Kim 0001|Jin Hyun Son|Ju Wan Kim|Myoung-Ho Kim,,Energy-Efficient Distributed Spatial Join Processing in Wireless Sensor Networks.,2010,,,,2017749,journals/ieicet/KimSKK10,3,34,5,34,5,2
5347,Ronald Toegl|Georg Hofferek|Karin Greimel|Adrian Leung|Raphael Chung-Wei Phan|Roderick Bloem,,Formal Analysis of a TPM-Based Secrets Distribution and Storage Scheme.,2008,,,,869150,conf/icycs/ToeglHGLPB08,1,0,1480,0,1480,2
5354,Jörg Zumbach|Philipp Starkloff|Stefanie Schmitt,,Einfluss von Motivation und Didaktischem Design in E-Learning-Umgebungen (Effects of Motivation and Instructional Design on E-Learning Environments).,2004,,,,2005094,journals/icom/ZumbachSS04,3,418,5,418,5,2
5363,Agneta Eriksson|Anna-Lena Johansson|Sten-Åke Tärnlund,,Towards a Derivation Editor.,1982,,,,384761,conf/iclp/ErikssonJT82,1,0,5,0,5,2
5370,Roman Rosipal|Björn Peters|Göran Kecklund|Torbjörn Åkerstedt|Georg Gruber|Michael Woertz|Peter Anderer|Georg Dorffner,,EEG-Based Drivers' Drowsiness Monitoring Using a Hierarchical Gaussian Mixture Model.,-2007,,,,284050,conf/hci/RosipalPKAGWAD07,2,0,1487,0,1487,2
5372,Kiyohide Satoh|Mahoro Anabuki|Hiroyuki Yamamoto|Hideyuki Tamura,,A Hybrid Registration Method for Outdoor Augmented Reality.,2001,,,,513935,conf/ismar/SatohAYT01,1,0,1488,0,1488,2
5374,Nir Ailon,,"Aggregation of Partial Rankings, p-Ratings and Top-m Lists.",2010,,,,1824646,journals/algorithmica/Ailon10,3,399,5,399,5,2
5378,Erika Gunadi|Mikko H. Lipasti,,A position-insensitive finished store buffer.,2007,,,,336866,conf/iccd/GunadiL07,1,0,5,0,5,2
5379,Vinodkrishnan Kulathumani|Anish Arora|Murat Demirbas|Mukundan Sridharan,,Trail: A Distance Sensitive WSN Service for Distributed Object Tracking.,2007,,,,234563,conf/ewsn/KulathumaniADS07,1,0,1489,0,1489,2
5380,Martin Farach-Colton|Rohan J. Fernandes|Miguel A. Mosteiro,,Lower Bounds for Clear Transmissions in Radio Networks.,-2006,,,,564511,conf/latin/Farach-ColtonFM06,1,0,97,0,97,2
5382,Andrei A. Agrachev|Gianna Stefani|PierLuigi Zezza,,Strong Optimality for a Bang-Bang Trajectory.,2002,,,,2410488,journals/siamco/AgrachevSZ02,1,111,5,111,5,2
5390,Yong Duan|Baoxia Cui|Rui Li|Kai Chen|Xingyu Qu,,Material level detection and optimum control of BBD coal mill.,2010,,,,398810,conf/icnc/DuanCLCQ10,0,0,941,0,941,2
5398,Andy Dearden|Haider Rizvi|Rogerio DePaula|Cecilia Oyugi|Heike Winschiers-Theophilus,,Participatory design and international development.,2008,,,,624032,conf/pdc/DeardenRDOW08,1,0,5,0,5,2
5400,Thais R. M. Braga Silva|Antonio Alfredo Ferreira Loureiro|Linnyer Beatrys Ruiz,,A conflict resolution methodology for collective ubiquitous context-aware applications.,-2009,,,,144785,conf/cscwd/SilvaLR09,0,0,902,0,902,2
5405,Mark S. Drew|James Au,,Video keyframe production by efficient clustering of compressed chromaticity signatures (poster session).,-2000,,,,588904,conf/mm/DrewA00,1,0,5,0,5,2
5406,Bart Adams|Martin Wicke|Maks Ovsjanikov|Michael Wand|Hans-Peter Seidel|Leonidas J. Guibas,,Meshless Shape and Motion Design for Multiple Deformable Objects.,2010,,,,1873672,journals/cgf/AdamsWOWSG10,2,59,0,59,0,2
5411,Denis Chekhlov|Mark Pupilli|Walterio W. Mayol-Cuevas|Andrew Calway,,Real-Time and Robust Monocular SLAM Using Predictive Multi-resolution Descriptors.,2006,,,,529755,conf/isvc/ChekhlovPMC06,1,0,1277,0,1277,2
5417,Sylvie Billot|Bernard Lang,,The Structure of Shared Forests in Ambiguous Parsing.,-1989,,,,23305,conf/acl/BillotL89,1,0,667,0,667,2
5427,Abraham Esquivel|Pablo A. Haya|Manuel García-Herranz|Xavier Alamán,,"Managing Pervasive Environment Privacy Using the ""fair trade"" Metaphor.",-2007,,,,615331,conf/otm/EsquivelHGA07,2,0,1499,0,1499,2
5433,Dongsoo Kang|Chen Liu|Jean-Luc Gaudiot,,The Impact of Speculative Execution on SMT Processors.,-2008,,,,2038705,journals/ijpp/KangLG08,2,233,5,233,5,2
5437,Using context information to evaluate cooperativeness.,,Friederike Klan|Mathias Röhl|Birgitta König-Ries|Adelinde M. Uhrmacher,-2008,,,,598636,conf/mswim/KlanRKU08,1,0,1504,0,1504,2
5439,Clinical evaluation of an operation planning system in the field of cranio-maxillo-facial surgery.,,Jakob Brief|Stefan Haßfeld|C. Haag|Jan Münchenberg|Oliver Schorr|S. Daueber|Dirk Engel|Robert Krempien|Martina Treiber|Heinz Wörn|Joachim Mühling,2001,,,,89328,conf/cars/BriefHHMSDEKTWM01,1,0,423,0,423,2
5440,Pushpendra Bahadur Singh|Banshi Dhar Chaudhary,,Structural Formalization of Design-Pattern Based Software Design.,2009,,,,810775,conf/icds/SinghC09,0,0,742,0,742,2
5442,Alexander Kalinin,,Optimizing Concurrent Processing of Write-then-Read Transactions.,2008,,,,847118,conf/syrcodis/Kalinin08,1,0,1505,0,1505,2
5443,Rainer Thome|Heiko D. Schinzer,,Market Survey of Electronic Commerce.,-1998,,,,2045694,journals/informaticaSI/ThomeS98,2,239,1506,239,1506,2
5450,Global analysis of combined reaction distillation processes.,,Jignesh Gangadwala|Utz-Uwe Haus|Matthias Jach|Achim Kienle|Dennis Michaels|Robert Weismantel,2008,,,,2389604,journals/cce/GangadwalaHJKMW08,3,23,5,23,5,2
5451,Yuan-Shin Hwang|Joel H. Saltz,,Identifying Parallelism in Programs with Cyclic Graphs.,2000,,,,405309,conf/icpp/HwangS00,2,0,5,0,5,2
5453,Performance evaluation of a new routing strategy for irregular networks with source routing.,,Jose Flich|Manuel P. Malumbres|Pedro López|José Duato,2000,,,,425240,conf/ics/FlichMLD00,2,0,294,0,294,2
5457,David McG. Squire|Terry M. Caelli,,Invariance Signatures: Characterizing Contours by Their Departures from Invariance.,2000,,,,1935685,journals/cviu/SquireC00,2,296,5,296,5,2
5460,Wenhu Tian|Patrick Martin|Wendy Powley,,Techniques for automatically sizing multiple buffer pools in DB2.,-2003,,,,90794,conf/cascon/TianMP03,1,0,350,0,350,2
5461,Hans-Werner Gellersen|Albrecht Schmidt,,Look who's visiting: supporting visitor awareness in the web.,2002,,,,2031740,journals/ijmms/GellersenS02,3,175,0,175,0,2
5473,Haiyan Qiao|Jerzy W. Rozenblit|Ferenc Szidarovszky|Lizhi Yang,,Multi-agent learning model with bargaining.,-2006,,,,784920,conf/wsc/QiaoRSY06,1,0,38,0,38,2
5491,Jun Sun 0004|Kaizhu Huang|Yoshinobu Hotta|Katsuhito Fujimoto|Satoshi Naoi,,Degraded Character Recognition by Complementary Classifiers Combination.,2007,,,,346516,conf/icdar/SunHHFN07,2,0,943,0,943,2
5498,Andrew Leaver-Fay|Yuanxin Liu|Jack Snoeyink,,Faster Placement of Hydrogens in Protein Structures by Dynamic Programming.,2004,,,,45663,conf/alenex/Leaver-FayLS04,4,0,5,0,5,2
