,pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
2706,Theo Pavlidis,,The number of all possible meaningful or discernible pictures.,-2009,,,,2189401,journals/prl/Pavlidis09,3,75,0,75,0,1
2707,Dario L. Ringach|Robert Shapley,,Reverse correlation in neurophysiology.,2004,,,,1883247,journals/cogsci/RingachS04,0,89,0,89,0,1
2713,Yue Zhou|Wei Xu|Huazhong Ning|Yihong Gong|Thomas S. Huang,,Detecting Unsafe Driving Patterns using Discriminative Learning.,-2007,,,,390067,conf/icmcs/ZhouXNGH07,1,0,5,0,5,1
2718,Pieter W. M. Koopman|Artem Alimarine|Jan Tretmans|Marinus J. Plasmeijer,,Gast: Generic Automated Software Testing.,-2002,,,,453783,conf/ifl/KoopmanATP02,2,0,923,0,923,1
2724,Volker Wulf|Matthias Krings|Oliver Stiemerling|Giulio Iacucci|Martin Maidhof|Ralph Peters|Paul Fuchs-Fronhofen|Bernhard Nett|Joachim Hinrichs,,Improving Inter-Organizational Processes with Integrated Organization and Technology Development.,-1999,,,,2137247,journals/jucs/WulfKSIMPFNH99,3,337,0,337,0,1
2729,Hui Wang|Zhiting Xiao|Hongjun Zhang|Shengyi Jiang,,Parallel Algorithm for Mining Maximal Frequent Patterns.,-2003,,,,54622,conf/appt/WangXZJ03,2,0,254,0,254,1
2732,Rahul Shah|Martin Farach-Colton,,On the midpath tree conjuncture: a counter-example.,2001,,,,716912,conf/soda/ShahF01,0,0,506,0,506,1
2740,Michael Emmerich|Monika Grötzner|Martin Schütz,,Design of Graph-Based Evolutionary Algorithms: A Case Study for Chemical Process Networks.,-2001,,,,1964607,journals/ec/EmmerichGS01,3,339,5,339,5,1
2747,Vinod Srinivasan|Ergun Akleman|Jianer Chen,,Interactive Construction of Multi-Segment Curved Handles .,-2002,,,,633066,conf/pg/SrinivasanAC02,1,0,0,0,0,1
2748,Soft Computing at the Zittau IPM - an Overview.,,Wolfgang Kästner|Rainer Hampel,2007,,,,855309,conf/eusflat/KastnerH07,1,0,930,0,930,1
2755,Paul Dütting|Monika Henzinger,,Mechanisms for the Marriage and the Assignment Game.,2010,,,,108978,conf/ciac/DuttingH10,1,0,932,0,932,1
2756,Optimal Pitch Path Tracking for More Reliable Pitch Detection.,,Petr Motlícek|Jan Cernocký,-2000,,,,740305,conf/tsd/MotlicekC00,2,0,933,0,933,1
2759,An Algebraic Watchdog for Wireless Network Coding,,MinJi Kim|Muriel Médard|João Barros|Ralf Koetter,-2009,,,,1918392,journals/corr/abs-0901-2913,1,5,5,5,5,1
2762,Tom E. Simos|G. Tougelidis,,A Numerov-type Method for Computing Eigenvalues and Resonances of the Radial Schrödinger Equation.,1996,,,,1866403,journals/candc/SimosT96,3,48,5,48,5,1
2763,Shmuel Tomi Klein|Miri Ben-Nissan,,Accelerating Boyer Moore Searches on Binary Texts.,2007,,,,773851,conf/wia/KleinB07a,0,0,935,0,935,1
2766,On the capacity of the precision-resolution system.,,Moshe Schwartz|Jehoshua Bruck,2010,,,,2262747,journals/tit/SchwartzB10,2,2,5,2,5,1
2775,Genetic Algorithms for RDF Query Path Optimization.,,Alexander Hogenboom|Viorel Milea|Flavius Frasincar|Uzay Kaymak,2008,,,,684251,conf/semweb/HogenboomMFK08,2,0,5,0,5,1
2777,Cheng Zang|Zhongdong Huang|Ke Chen 0005|Jinxiang Dong,,An Architecture Approach to Dynamic Policy in RBAC.,2006,,,,144116,conf/cscwd/ZangHCD06a,1,0,80,0,80,1
2778,Keynote Address: The Networked Society - Enabled by DSP Solutions.,,Pallab K. Chatterjee,1998,,,,754930,conf/vlsid/Chatterjee98,1,0,0,0,0,1
2781,Lucia Maddalena|Alfredo Petrosino|Giuliano Laccetti,,A fusion-based approach to digital movie restoration.,2009,,,,2184591,journals/pr/MaddalenaPL09,3,0,5,0,5,1
2782,Chanda Dharap|C. Mic Bowman,,Typed Structured Documents for Information Retrieval.,-1996,,,,638279,conf/podp/DharapB96,1,0,0,0,0,1
2788,Karol Kozak|Marta Kozak|Katarzyna Stapor,,Kernels for Chemical Compounds in Biological Screening.,2007,,,,801746,conf/icannga/KozakKS07,1,0,942,0,942,1
2789,Kaizhu Huang|Jun Sun 0004|Yoshinobu Hotta|Katsuhito Fujimoto|Satoshi Naoi,,An SVM-Based High-accurate Recognition Approach for Handwritten Numerals by Using Difference Features.,2007,,,,346498,conf/icdar/HuangSHFN07,2,0,943,0,943,1
2790,Anders Friis-Christensen|David Skogan|Christian S. Jensen|Gerhard Skagestein|Nectaria Tryfona,,Management of Multiply Represented Geographic Entities.,2002,,,,440347,conf/ideas/Friis-ChristensenSJST02,2,0,338,0,338,1
2792,Van Hung Le|Fei Liu|Dinh Khang Tran,,Fuzzy Linguistic Logic Programming and its Applications,-2009,,,,1919252,journals/corr/abs-0904-0589,3,5,5,5,5,1
2800,Leszek J. Chmielewski|Marcin Bator|Michal Zasada|Krzysztof Sterenczak|Pawel Strzelinski,,Fuzzy Hough Transform-Based Methods for Extraction and Measurements of Single Trees in Large-Volume 3D Terrestrial LIDAR Data.,-2010,,,,880811,conf/iccvg/ChmielewskiBZSS10,1,0,946,0,946,1
2807,Hector G. Ceballos|Francisco J. Cantú Ortiz,,Integrating Semantic Annotations in Bayesian Causal Models.,2007,,,,185597,conf/dlog/CeballosO07,1,0,948,0,948,1
2809,Hermann de Meer|Stefan Fischer,,Controlled Stochastic Petri Nets for Multimedia QoS Management.,-1997,,,,591673,conf/mmb/MeerF97,1,0,10,0,10,1
2810,Hervé Moulin,,Non-cooperative implementation: A survey of recent results.,1982,,,,2381206,journals/mss/Moulin82,0,340,5,340,5,1
2817,Pablo Garrido|María Cristina Riff Rojas,,DVRP: a hard dynamic combinatorial optimisation problem tackled by an evolutionary hyper-heuristic.,2010,,,,1997198,journals/heuristics/GarridoR10,0,179,5,179,5,1
2822,Michele L. Gribbins|Ruth C. King,,Electronic Retailing Strategies: A Case Study of Small Businesses in the Gifts and Collectibles Industry.,2004,,,,1971026,journals/electronicmarkets/GribbinsK04,2,244,5,244,5,1
2829,An FCD Information Processing Model under Traffic Signal Control.,,Weifeng Lv|Leishi Xu|Tongyu Zhu|Bowen Du|Dongdong Wu,-2009,,,,509380,conf/isda/LvXZDW09,1,0,952,0,952,1
2833,Leming M. Shi|Weida Tong|Hong Fang|Uwe Scherf|Jing Han|Raj K. Puri|Felix W. Frueh|Federico M. Goodsaid|Lei Guo|Zhenqiang Su|Tao Han|James C. Fuscoe|Z. Alex Xu|Tucker A. Patterson|Huixiao Hong|Qian Xie|Roger Perkins|James J. Chen|Daniel A. Casciano,,Cross-platform comparability of microarray technology: Intra-platform consistency and appropriate data analysis procedures are essential.,-2005,,,,1849910,journals/bmcbi/ShiTFSHPFGGSHFXPHXPCC05,3,21,811,21,811,1
2834,Laszlo Gyongyosi|Sandor Imre,,Quantum singular Value Decomposition Based Approximation Algorithm.,-2010,,,,2100491,journals/jcsc/GyongyosiI10,3,255,5,255,5,1
2850,Toshio Okamoto|Hisayoshi Inoue|Kazuya Seki,,A Distance Ecological Model for Individual and Collaborative-learning support.,2001,,,,769550,conf/webnet/OkamotoIS01,2,0,477,0,477,1
2851,Adapted Total Variation for Artifact Free Decompression of JPEG Images.,,François Alter|Sylvain Durand|Jacques Froment,-2005,,,,2115797,journals/jmiv/AlterDF05,5,343,5,343,5,1
2852,Privacy Preserving Computation of Shortest Path in Presence of a Single Convex Polygonal Obstacle.,,Ananda Swarup Das|Kannan Srinathan|Ritesh Kumar Tiwari|Vaibhav Srivastava,2007,,,,576874,conf/mdm/DasSTS07,2,0,5,0,5,1
2854,Rashid Ansari|Yi Dai|Jian Lou|David McNeill|Francis K. H. Quek,,Representation of prosodic structure in speech using nonlinear methods.,1999,,,,610167,conf/nsip/AnsariDLMQ99,2,0,955,0,955,1
2856,Giovanna Bollini|Angela Lolli|Raffaele Zaza|Gianni Origgi|Silvia Bragagia|Paolo Locatelli|Nicola Restifo,,How Different Technologies Can Fit Nursing Processes to Empower Staff and Increase Quality of Care. An Italian Case Study.,-2009,,,,887137,conf/ni/BolliniLZOBLR09,2,0,5,0,5,1
2862,Paul Taylor,,Modeling the Impact of CAD on the Outcomes of the UK Breast Screening Programme.,2010,,,,573645,conf/mammo/Taylor10,1,0,957,0,957,1
2863,Boris S. Mordukhovich|Nguyen Mau Nam,,Subgradient of distance functions with applications to Lipschitzian stability.,-2005,,,,2151600,journals/mp/MordukhovichN05,2,314,5,314,5,1
2864,A. P. Sakis Meliopoulos|Sun Wook Kang|George J. Cokkinides|Roger Dougal,,Animation and Visualization of Spot Prices via Quadratized Power Flow Analysis.,2003,,,,289343,conf/hicss/MeliopoulosKCD03,2,0,295,0,295,1
2865,Gerard Florin|Stéphane Natkin,,A Necessary and Sufficient Saturation Condition for Open Synchronized Queueing Networks.,-1987,,,,636907,conf/pnpm/FlorinN87,1,0,958,0,958,1
2867,Yalin Zheng|Guang Yang 0002|Jing Zheng|Peican Huang,,Approximate Knowledge Mass and Extended Automation Reasoning System in Type II Topological Logic.,-2008,,,,254178,conf/fskd/ZhengYZH08,1,0,327,0,327,1
2873,Hui Zhang 0005|Daniel C. Alexander,,Axon Diameter Mapping in the Presence of Orientation Dispersion with Diffusion MRI.,-2010,,,,585064,conf/miccai/ZhangA10,2,0,917,0,917,1
2875,T. Kiran|Bikash Sundar Rajan,,STBC-schemes with nonvanishing determinant for certain number of transmit antennas.,2005,,,,2258108,journals/tit/KiranR05,5,2,5,2,5,1
2881,Domenica D'Elia|Andreas Gisel|Nils-Einar Eriksson|Sophia Kossida|Kimmo Mattila|Lubos Klucar|Erik Bongcam-Rudloff,,The 20th anniversary of EMBnet: 20 years of bioinformatics for the Life Sciences community.,2009,,,,1850263,journals/bmcbi/DEliaGEKMKB09,3,21,5,21,5,1
2884,Malcolm E. Palmer|Craig Robinson|Jody C. Patilla|Edward P. Moser,,Information Security Policy Framework: Best Practices for Security Policy in the E-commerce Age.,2001,,,,2374879,journals/isjgp/PalmerRPM01,0,345,5,345,5,1
2894,Sebastian Bitzer|Ioannis Havoutis|Sethu Vijayakumar,,Synthesising Novel Movements through Latent Space Modulation of Scalable Control Policies.,-2008,,,,662987,conf/sab/BitzerHV08,1,0,263,0,263,1
2901,Punnuluk Phaithoonbuathong|Robert Harrison|Andrew A. West|Radmehr Monfared|Thomas Kirkham,,Web services-based automation for the control and monitoring of production systems.,2010,,,,2375943,journals/ijcim/PhaithoonbuathongHWMK10,3,287,0,287,0,1
2909,Erik D. Demaine|Mohammad Ghodsi|Mohammad Taghi Hajiaghayi|Amin S. Sayedi-Roshkhar|Morteza Zadimoghaddam,,Scheduling to minimize gaps and power consumption.,2007,,,,720776,conf/spaa/DemaineGHSZ07,1,0,968,0,968,1
2918,Satoshi Ohshima|Rika Mochizuki|Jinhui Chao|Reiner Lenz,,Color Reproduction Using Riemann Normal Coordinates.,2009,,,,887970,conf/cciw/OhshimaMCL09,4,0,0,0,0,1
2920,Fabrice de Chaumont|Alexandre Dufour|Jean-Christophe Olivo-Marin,,Tracking articulated objects with physics engines.,-2009,,,,381100,conf/icip/ChaumontDO09,2,0,365,0,365,1
2923,Junhyung Um|Taewhan Kim,,Layout-aware synthesis of arithmetic circuits.,2002,,,,157064,conf/dac/UmK02,1,0,5,0,5,1
2924,A new efficient ID-based proxy blind signature scheme.,,Weimin Lang|Yunmeng Tan|Zongkai Yang|Gan Liu|Bing Peng,-2004,,,,506978,conf/iscc/LangTYLP04,1,0,5,0,5,1
2927,Xiaoming Wei|Ye Zhao|Zhe Fan|Wei Li 0004|Feng Qiu|Suzanne Yoakum-Stover|Arie E. Kaufman,,Lattice-Based Flow Field Modeling.,2004,,,,2289031,journals/tvcg/WeiZFLQYK04,3,123,0,123,0,1
2931,Claudia D'Ambrosio|Antonio Frangioni|Leo Liberti|Andrea Lodi,,Experiments with a Feasibility Pump Approach for Nonconvex MINLPs.,-2010,,,,765802,conf/wea/DAmbrosioFLL10,1,0,972,0,972,1
2932,Srinivas Padmanabhuni|Krishnendu Kunti|Lipika Sahoo|Shaurabh Bharti,,"Coupling RDF/RSS, WSRP and AJAX for Dynamic Reusable Portlets: An Approach and a Use Case.",-2007,,,,12695,conf/IEEEscc/PadmanabhuniKSB07a,2,0,973,0,973,1
2935,Miguel A. Laguna|Bruno González-Baixauli|Oscar López|Francisco José García Peñalvo,,Introducing Systematic Reuse in Mainstream Software Process.,-2003,,,,228333,conf/euromicro/LagunaGLG03,2,0,974,0,974,1
2944,Jie Tang|Jing Zhang|Limin Yao|Juan-Zi Li,,Extraction and mining of an academic social network.,2008,,,,789570,conf/www/TangZYL08,1,0,82,0,82,1
2947,Andrew H. Sung|Xiao Qin|Tao Xie 0004,,Integrating Security Requirements into Scheduling for Real-Time Applications in Grid Computing.,-2005,,,,260576,conf/gca/SungQX05,2,0,976,0,976,1
2960,Special Issue: Workflow in Grid Systems.,,Geoffrey Charles Fox|Dennis Gannon,-2006,,,,1898521,journals/concurrency/FoxG06,3,352,0,352,0,1
2967,D. A. Lizorkin|K. Yu. Lisovsky,,Implementation of the XML linking language XLink by functional methods.,-2005,,,,2177193,journals/pcs/LizorkinL05,0,353,5,353,5,1
2968,W. J. Black|Alistair G. Sutcliffe|Pericles Loucopoulos|Paul J. Layzell,,Translation between Pragmatic Software Development Methods.,1987,,,,220276,conf/esec/BlackSLL87,0,0,979,0,979,1
2969,Narottam Chand|Ramesh C. Joshi|Manoj Misra,,Cooperative caching in mobile ad hoc networks based on data utility.,2007,,,,2145736,journals/mis/ChandJM07,3,354,0,354,0,1
2971,Efficient Query Processing for Streamed XML Fragments.,,Huan Huo|Guoren Wang|Xiaoyun Hui|Rui Zhou|Bo Ning|Chuan Xiao,-2006,,,,165451,conf/dasfaa/HuoWHZNX06,1,0,980,0,980,1
2977,Ernesto Rodrigues|Heitor Silvério Lopes,,Genetic Programming with Incremental Learning for Grammatical Inference.,-2006,,,,295247,conf/his/RodriguesL06,4,0,379,0,379,1
2983,Ryen W. White|Joemon M. Jose|Ian Ruthven,,Using top-ranking sentences to facilitate effective information access.,-2005,,,,2083817,journals/jasis/WhiteJR05,2,355,981,355,981,1
2985,Saurabh Mittal|José Luis Risco-Martín|Bernard P. Zeigler,,DEVSML: automating DEVS execution over SOA towards transparent simulators.,-2007,,,,852532,conf/springsim/MittalRZ07,1,0,982,0,982,1
2989,Tomasz Arciszewski|S. Khasnabis|S. Khurshidul Hoda|Wojciech Ziarko,,Machine learning in transportation engineering: A feasibility study.,1994,,,,1810009,journals/aai/ArciszewskiKHZ94,2,356,5,356,5,1
2992,Franz F. Roos|Riko Jacob|Jonas Grossmann|Bernd Fischer|Joachim M. Buhmann|Wilhelm Gruissem|Sacha Baginsky|Peter Widmayer,,PepSplice: cache-efficient search algorithms for comprehensive identification of tandem mass spectra.,2007,,,,1845156,journals/bioinformatics/RoosJGFBGBW07,2,61,5,61,5,1
3003,Yu Huang|Thomas S. Huang,,Model-Based Human Body Tracking.,-2002,,,,409340,conf/icpr/HuangH02,1,0,312,0,312,1
3007,Christel Baier|Nathalie Bertrand|Marcus Größer,,On Decision Problems for Probabilistic Büchi Automata.,2008,,,,249518,conf/fossacs/BaierBG08,2,0,987,0,987,1
3011,Talya Porat|Noam Tractinsky,,Affect as a Mediator between Web-Store Design and Consumers' Attitudes toward the Store.,2008,,,,2432917,series/lncs/PoratT08,6,0,990,0,990,1
3014,Ying Wei|Alex Doboli,,Structural Macromodeling of Analog Circuits Through Model Decoupling and Transformation.,2008,,,,2235030,journals/tcad/WeiD08,2,220,0,220,0,1
3020,J. Hübl|Ivan Herman,,Modelling Clip: Some More Results.,-1990,,,,1872379,journals/cgf/HublH90,0,59,5,59,5,1
3025,Florentino Fdez-Riverola|Eva Lorenzo Iglesias|Fernando Díaz|José Ramon Méndez|Juan M. Corchado,,Applying lazy learning algorithms to tackle concept drift in spam filtering.,2007,,,,1979238,journals/eswa/Fdez-RiverolaIDMC07,3,30,5,30,5,1
3028,Thomas Bonald|Alexandre Proutiére,,On performance bounds for balanced fairness.,-2004,,,,2177640,journals/pe/BonaldP04,3,35,5,35,5,1
3034,William C. Kreahling|David B. Whalley|Mark W. Bailey|Xin Yuan|Gang-Ryung Uh|Robert van Engelen,,Branch Elimination via Multi-variable Condition Merging.,-2003,,,,230137,conf/europar/KreahlingWBYUE03,1,0,335,0,335,1
3036,Pradeep Buddharaju|Ioannis T. Pavlidis|Panagiotis Tsiamyrtzis,,Physiology-based face recognition.,-2005,,,,72146,conf/avss/BuddharajuPT05,1,0,5,0,5,1
3037,Juan Carlos Augusto|Michael J. Butler|Carla Ferreira|Stephen-John Craig,,Using SPIN and STeP to Verify Business Processes Specifications.,2003,,,,217468,conf/ershov/AugustoBFC03,2,0,998,0,998,1
3040,Robert C. Holte,,"Combinatorial Auctions, Knapsack Problems, and Hill-Climbing Search.",2001,,,,36377,conf/ai/Holte01,2,0,999,0,999,1
3050,Wilfried Gappmair,,Information Theory Extended analysis of Viterbi-Viterbi synchronizers.,-2005,,,,2413710,journals/ett/Gappmair05,3,153,5,153,5,1
3054,Te Sun Han|Shun-ichi Amari,,Statistical Inference Under Multiterminal Data Compression.,-1998,,,,2257339,journals/tit/HanA98,0,2,0,2,0,1
3060,"Pattern Mining for Information Extraction Using Lexical, Syntactic and Semantic Information: Preliminary Results.",,Christopher S. G. Khoo|Jin-Cheon Na|Wei Wang 0016,-2008,,,,44801,conf/airs/KhooNW08,4,0,5,0,5,1
3064,Michel Perrier|Vincent Rigaud|Carlos Canudas de Wit|Ralf Bachmayer,,Performance Oriented Robust Nonlinear Control for Subsea Robots: Experimental Validation.,1994,,,,417870,conf/icra/PerrierRWB94,1,0,102,0,102,1
3066,Mohammad Abdur Razzaque|Simon A. Dobson|Paddy Nixon,,Enhancement of Self-organisation in Wireless Networking through a Cross-Layer Approach.,2009,,,,904187,conf/adhocnets/RazzaqueDN09,1,0,1003,0,1003,1
3069,Jarmo Hurri|Aapo Hyvärinen,,A two-layer temporal generative model of natural video exhibits complex-cell-like pooling of simple cell outputs.,-2003,,,,2035694,journals/ijon/HurriH03,3,0,5,0,5,1
3071,Weihua Gong|Liang Huai Yang|Decai Huang|Lijun Chen 0002,,New Balanced Data Allocating and Online Migrating Algorithms in Database Cluster.,2009,,,,763361,conf/waim/GongYHC09,1,0,827,0,827,1
3072,Manjeet Singh|Zhongding Lei|Francois P. S. Chin|Yuen Sam Kwok,,Cyclic Odd Bit Inversion Code Mapping and Modulation Scheme for IEEE 802.15.4b 915MHz Wireless Personal Area Networks.,2006,,,,879100,conf/pimrc/SinghLCK06,2,0,30,0,30,1
3078,Suprateek Sarker|Francis Y. Lau|Sundeep Sahay,,Using an adapted grounded theory approach for inductive theory building about virtual team development.,-2001,,,,1942107,journals/db/SarkerLS01,3,0,5,0,5,1
3083,Kwangok Jeong|Andrew B. Kahng|Seokhyeong Kang,,Toward effective utilization of timing exceptions in design optimization.,-2010,,,,526698,conf/isqed/JeongKK10,1,0,349,0,349,1
3091,Qinghai Yang|Shaoyi Xu|Kyung Sup Kwak,,Outage Performance of Cognitive Radio with Multiple Receive Antennas.,2008,,,,2012839,journals/ieicet/YangXK08,3,34,0,34,0,1
3096,Tatsuhiro Tachibana|Yoshihiro Murata|Naoki Shibata|Keiichi Yasumoto|Minoru Ito,,Proposal of flexible implementation of genetic algorithms on FPGAs.,-2007,,,,2200582,journals/scjapan/TachibanaMSYI07,3,349,5,349,5,1
3097,Indika Meedeniya|Barbora Buhnova|Aldeida Aleti|Lars Grunske,,Architecture-Driven Reliability and Energy Optimization for Complex Embedded Systems.,2010,,,,792603,conf/qosa/MeedeniyaBAG10,1,0,1007,0,1007,1
3099,Luis Ducla Soares|Satoru Adachi|Fernando Pereira,,Influence of Encoder Parameters on the Decoded Video Quality for MPEG-4 over W-CDMA Mobile Networks.,2000,,,,375784,conf/icip/SoaresAP00,2,0,365,0,365,1
3123,Waleed Mohamed|A. Ben Hamza|Khaled Gharaibeh,,Graph-Theoretic Image Alignment Using Topological Features.,2010,,,,904122,conf/compimage/MohamedHG10,1,0,5,0,5,1
3127,V. Ralph Algazi|Gary E. Ford|Hong Chen,,Linear filtering of images based on properties of vision.,1995,,,,2250875,journals/tip/AlgaziFC95,3,25,5,25,5,1
3129,José L. Encarnação|Thomas Neumann 0002,,A Survey of DB Requirements for Graphical Applications in Engineering.,1979,,,,307640,conf/ibm/EncarnacaoN79,4,0,5,0,5,1
3132,Bangyong Liang|Jie Tang|Juan-Zi Li,,Association search in semantic web: search + inference.,2005,,,,788433,conf/www/LiangTL05,2,0,408,0,408,1
3136,Martin Kutter|Fabien A. P. Petitcolas,,Fair evaluation methods for image watermarking systems.,-2000,,,,2414850,journals/jei/KutterP00,2,124,5,124,5,1
3138,Chandrasekhar Narayanaswami,,"Superscalar RISC machines, straight-line programs, and graphics.",1996,,,,2292669,journals/vc/Narayanaswami96,2,166,5,166,5,1
3140,Lei Zhang|Qixin Cao|Jay Lee|Yanzheng Zhao,,A Modified CMAC Algorithm Based on Credit Assignment.,2004,,,,2168395,journals/npl/ZhangCLZ04,2,363,5,363,5,1
3144,J. R. Fernández|Encarnación Algaba Durán|Jesús Mario Bilbao|A. Jiménez|N. Jiménez|J. J. López,,Generating Functions for Computing the Myerson Value.,2002,,,,2378586,journals/anor/FernandezDBJJL02,5,364,5,364,5,1
3147,Carlos E. Palau|Juan Carlos Guerri|Manuel Esteve|Ana Pajares|Antonio León|José E. López,,Scalable Multimedia Multicast in Wireless Networks.,1999,,,,54078,conf/appinf/PalauGEPLL99,1,0,5,0,5,1
3153,Martin Hofmann,,Programming languages capturing complexity classes.,-2000,,,,2207300,journals/sigact/Hofmann00,3,366,5,366,5,1
3157,Maria Jurecková|Ferdinand Chovanec,,Some remarks on the joint observable in D-posets.,2000,,,,2216642,journals/soco/JureckovaC00,3,64,5,64,5,1
3158,Hui-Na Chua|Simon D. Scott|See-Leng Ng|Michael Gardner|Anuroop Shahi|Peter Blanchfield,,Adapting Web-Pages for Mobile / PC Collaboration.,2004,,,,580579,conf/mhci/ChuaSNGSB04,5,0,1016,0,1016,1
3160,Anil K. Jain|Salil Prabhakar|Sharath Pankanti,,On the similarity of identical twin fingerprints.,-2002,,,,2181245,journals/pr/JainPP02,2,109,5,109,5,1
3165,Martin Hofmann,,Safe recursion with higher types and BCK-algebra.,-2000,,,,1828000,journals/apal/Hofmann00,0,367,5,367,5,1
3166,Vianey Guadalupe Cruz Sánchez|Gerardo Reyes Salgado|Osslan Osiris Vergara-Villegas|Joaquín Pérez Ortega|Azucena Montes Rendón,,Compilation of Symbolic Knowledge and Integration with Numeric Knowledge Using Hybrid Systems.,2005,,,,581931,conf/micai/SanchezSVOR05,1,0,1019,0,1019,1
3170,Mohammed Eunus Ali|Egemen Tanin|Rui Zhang|Lars Kulik,,A motion-aware approach for efficient evaluation of continuous queries on 3D object databases.,2010,,,,2294565,journals/vldb/AliTZK10,3,195,5,195,5,1
3181,User Recovery and Reversal in Interactive Systems.,,James E. Archer Jr.|Richard Conway|Fred B. Schneider,1984,,,,2277845,journals/toplas/ArcherCS84,3,273,5,273,5,1
3184,Tim Moore|Stephen Garner,,Auto-Probing on the L200 Functional Tester.,1985,,,,533958,conf/itc/MooreG85,2,0,439,0,439,1
3191,Jian Wang|Keqing He|Yangfan He|Chong Wang 0004,,Towards Service-Oriented Semantic Interoperability Based on Connecting Ontologies.,2009,,,,905259,conf/iesa/WangHHW09,2,0,1021,0,1021,1
3199,Youngho Park|Manpyo Hong|Yonghwa Lee|Kyubum Wee|Hongjin Yeh,,Optimal Transmission Scheduling for All-to-All Broadcast in WDM Optical Passive Star Networks.,1999,,,,628596,conf/pdpta/ParkHLWY99,1,0,5,0,5,1
3202,Zhifu Zhang|Nathan R. Sturtevant|Robert C. Holte|Jonathan Schaeffer|Ariel Felner,,A* Search with Inconsistent Heuristics.,2009,,,,461329,conf/ijcai/ZhangSHSF09,1,0,5,0,5,1
3208,A method for automatic identification of signatures of steganography software.,,Graeme Bell|Yeuan-Kuen Lee,2010,,,,2370486,journals/tifs/BellL10,3,0,5,0,5,1
3209,Jietao Zou|Jianguo Zhang|Xiaoyou Han|Hongxia Zhu,,Oscillations of a class of second-order nonlinear delay differential equations with variable sign coefficients.,-2007,,,,714990,conf/snpd/ZouZHZ07,2,0,66,0,66,1
3211,Richard Crowder|Gary Wills|Wendy Hall,,Hypermedia maintenance support applications: Benefits and development costs.,2005,,,,2395848,journals/cii/CrowderWH05,2,100,5,100,5,1
3225,Ercan U. Acar|Morgan Simmons|Michael Rosenblatt|Maayan Roth|Mary Berna|Yonatan Mittlefehldt|Howie Choset,,Sensor Based Coverage of Unknown Environments for Land Mine Detection.,1999,,,,14111,conf/aaai/AcarSRRBMC99,2,0,1027,0,1027,1
3229,Laurent Fousse|Pascal Lafourcade|Mohamed Alnuaimi,,Benaloh's Dense Probabilistic Encryption Revisited,2010,,,,1927518,journals/corr/abs-1008-2991,3,5,5,5,5,1
3231,Andrew J. Higgins|Erhan Kozan|Luis Ferreira,,Modelling the number and location of sidings on a single line railway.,-1997,,,,1901390,journals/cor/HigginsKF97,0,66,5,66,5,1
3247,Marta C. Rosatelli|John A. Self|Tulio V. D. Christofoletti,,An Agent-Based System for Supporting Learning from Case Studies.,2002,,,,307283,conf/iberamia/RosatelliSC02,2,0,356,0,356,1
3248,Stefan Conrad|Gunter Saake|Kai-Uwe Sattler,,Informationfusion - Herausforderung an die Datenbanktechnologie.,1999,,,,81992,conf/btw/ConradSS99,1,0,1038,0,1038,1
3257,Comparing harmonic functions and potential fields in the trajectory control of mobile robots.,,Gedson Faria|Roseli A. Francelin Romero|Edson Prestes e Silva Jr.|Marco Aurélio Pires Idiart,-2004,,,,866745,conf/ram/FariaRPI04,1,0,80,0,80,1
3258,Luca Antiga|Bogdan Ene-Iordache|Andrea Remuzzi,,Computational Geometry for Patient-Specific Reconstruction and Meshing of Blood Vessels from Angiography.,-2003,,,,2267608,journals/tmi/AntigaER03,3,137,5,137,5,1
3259,Edwin Wong|Lisa J. Burnell|Charles Hannon,,An Active Architecture for Managing Events in Pervasive Computing Environments.,-2004,,,,242563,conf/flairs/WongBH04,1,0,1041,0,1041,1
3266,Naran Sirisantana|Liqiong Wei|Kaushik Roy,,High-Performance Low-Power CMOS Circuits Using Multiple Channel Length and Multiple Oxide Thickness.,2000,,,,336633,conf/iccd/SirisantanaWR00,1,0,5,0,5,1
3267,C. Galindo|J. Gonzalez|J. A. Fernádez-Madrigal,,Interactive in-vehicle guidance through a multihierarchical representation of urban maps.,-2010,,,,2030328,journals/ijis/GalindoGF10,3,229,5,229,5,1
3271,Wee Tiong Ang|Wei-Peng Seeto|Francis Tan|Weng-Fai Tang|Rajaraman Kanagasabai,,"Ontology-centric, Service-Oriented Enterprise Campaign Management System.",2009,,,,855014,conf/semco/AngSTTK09,1,0,0,0,0,1
3275,Alexander Kröller|Dennis Pfisterer|Carsten Buschmann|Sándor P. Fekete|Stefan Fischer,,Shawn: A new approach to simulating wireless sensor networks,2005,,,,1910984,journals/corr/abs-cs-0502003,3,5,5,5,5,1
3276,Migration Mechanisms for Multi-class Objects in Multiagent Systems.,,Dariusz Król,2004,,,,557240,conf/kes/Krol04,2,0,262,0,262,1
3282,Mike Thelwall|Paul Wouters|Jenny Fry,,Information-centered research for large-scale analyses of new information sources.,-2008,,,,2084316,journals/jasis/ThelwallWF08,2,355,5,355,5,1
