,key1,key2,label,partition
2075,journals/nar/ChenWLJW06,conf/vtc/WangJMDF09,False,6
2076,conf/mkwi/MatheisZSWL08,conf/cf/FeyS05,False,6
2077,journals/kais/DaoudLB09,conf/ubimob/BouidghaghenTB09,True,2
2078,journals/siamcomp/Leung98,journals/tmi/GokturkTABPJYN01,False,8
2079,conf/ppsn/MattfeldKB94,journals/ijdmmm/EhmkeMEM09,True,7
2080,journals/orl/DAmbrosioLM10,conf/fpl/LodiMBCDC06,False,1
2081,conf/apbc/ChanLY06,journals/tse/Abdel-GhalyCL86,False,5
2082,conf/mobisys/MiuTBA04,conf/sensys/HullBZCGMSBM06,True,6
2083,journals/pvldb/ZhangOPT09,conf/sigmetrics/KumarMPS05,False,4
2084,conf/aaai/IeongMNSS05,conf/ifip11-9/McGrewV07,False,2
2085,conf/icdcit/KimLKO07,journals/cera/SeolKLP07,True,4
2086,conf/miccai/ZengBSYOZSMLM00,conf/micro/ZhangVKIDT01,False,1
2087,journals/ar/PagelloDFPRS03,journals/isj/Fitzgerald96,False,7
2088,conf/swarm/LiuWLSL10,conf/icebe/ChenHLWY07,False,2
2089,journals/jscic/BroeckhovenSRL04,conf/icsoc/SmirnovWM10,False,2
2091,journals/ieicet/LiYJCGZY09,journals/pc/NewnsZMHPK00,False,5
2092,conf/ccs/MaurerT10,conf/podc/LucasRM10,True,2
2095,conf/iccsa/ShenSCP03,conf/mss/BehnkeWKLFM05,False,1
2096,conf/icmcs/AsanoIK06,journals/ar/DriewerBS05,False,3
2097,conf/icra/KamamichiYAL06,conf/chi/MorrisonOPLJRNJ09,False,4
2098,conf/profes/GusmaoM06,conf/icip/WuJK00,False,7
2100,conf/hci/Kurosu97a,journals/tog/SadeghiPJT10,False,4
2101,conf/acivs/Kolsch10,journals/jcst/KunkleZC08,False,2
2102,conf/icebe/CaoDT05,conf/sdm/DingSS09,False,7
2103,conf/avbpa/KotropoulosPFD97,conf/gi/KobersteinLBF04,False,6
2104,journals/trob/XuS10,conf/aadebug/LiangX05,False,3
2105,journals/jfp/AspinallHK08,conf/ieaaie/VargasBBHC88,False,6
2106,conf/pcm/ZhuWXLF01,conf/icycs/LiCCF08,False,6
2107,conf/ccgrid/MoreauMGGDAACRFGGGLLLLMOPPRRRRSSSWWW03,conf/iscas/ThamvichaiBR03a,True,5
2108,journals/jss/EmamB00,conf/robocup/BirkWBK99,False,4
2110,journals/pr/MeyerFRNPSN09,conf/sigmod/MoerkotteN08,False,1
2112,journals/corr/abs-math-0703019,conf/soda/ShyamalkumarV07,True,6
2113,conf/ijcai/GevarterACCCDS77,conf/icde/Gevarter87,True,2
2114,conf/gecco/LinHZ10,conf/csc/SunhalooGBB05,False,3
2115,journals/cera/QiuGY07a,conf/conpar/DionGU94,False,8
2117,journals/tsp/GuerrieroPGW10,journals/jcisd/WillettWB86,False,6
2118,journals/tpds/CarraCB08,conf/p2p/DuminucoB08,True,3
2119,conf/IEEEares/PirontiS08,conf/cdc/TommasiGPVZ09,False,7
2120,conf/hpcn/LukschMRW96,conf/gi/FankhauserFHJKKKKL0MOOPRRSBSSSSSVWW05,False,4
2122,conf/cason/KammergruberVZ09,conf/ki/HernandezNSW89,False,5
2123,journals/actaC/Csakany02,conf/atal/BarbulescuRSZ10,False,3
2124,conf/aspdac/WangXT09,journals/ijsnet/ThaiWDJ08,False,2
2125,conf/iswc/NarayanaswamiR00,conf/chi/WangSN10,True,2
2126,conf/wsc/BagdiaP05,conf/iwann/PawlewskiP09,True,3
2127,conf/ecai/Imbert98,conf/hci/FerreAIM09,True,2
2128,conf/nips/JolivetRLG05,conf/sigbdp/HoplinE90,False,4
2129,conf/doceng/SunWYNKN03,conf/pcm/WangLZSZG09,False,2
2132,journals/twc/AtapattuTJ10,journals/tcom/AnnamalaiTB05,True,2
2134,journals/sadm/ZhangPU10,conf/avss/LuZF07,False,6
2135,conf/trec/RobertsonWZ01,conf/riao/RitchieRT07,True,1
2136,conf/icra/IgarashiK04,journals/jaciii/AdachiK07,True,4
2137,conf/fcs/Farago05a,journals/aai/Farago08,True,1
2138,conf/chi/AyatsukaR05,conf/uist/AyatsukaRM98,True,6
2139,journals/mam/MoreoLVMA05,conf/lrec/MaekawaYMYOKOKD10,False,4
2140,conf/date/WangXVI06,conf/middleware/GlasseySRNTWF03,False,3
2141,conf/apbc/YeungYLSYK04,journals/vlc/SzetoLYT03,True,3
2143,conf/f-egc/HacidZ06,conf/cikm/SayedHZ07,True,6
2145,journals/ieicet/Nakamura05,journals/cor/JiyeJG98,False,5
2146,journals/cviu/NegahdaripourK00,conf/miar/LiaoTSPK10,True,2
2147,conf/lcn/ApelBM09,conf/amw/0002SL09,False,8
2148,journals/vc/WangCWLCHPB08,conf/globecom/Rui07,False,5
2149,conf/webi/Muller-BirnLJ09,conf/group/MullerWH10,True,2
2150,journals/aim/Yeap97,journals/corr/abs-cs-0504071,True,4
2152,conf/iri/LatifWT07,conf/ecbs/LatifST10,False,4
2153,journals/jcsc/KhameiNHB05,conf/iwsoc/BabaiiN03,True,4
2154,conf/iscas/OlletaJCG04a,conf/itc/JinPKCG03,True,2
2155,conf/kdd/WeigendCFW98,conf/cidr/DoanNBCCCCDGGHSV09,False,6
2156,conf/ercimdl/CraneBCJMPSW06,conf/kdd/SculleyMBB09,True,2
2157,conf/vtc/YokooBS09,conf/mobis/BeckerKS03,False,7
2158,conf/emsoft/BaleaniFMS05,conf/fpl/BaleaniCFFS02,True,3
2159,conf/kes/FujiiYSM05,conf/hci/KawasugiYNA93,False,3
2160,conf/cscw/BeardPHBNS90,journals/tvlsi/ChakradharBRP96,False,5
2161,journals/bmcbi/CirielloGG10,conf/dais/MaknaviciusKZ99,False,3
2162,journals/ivc/DickinsonBBEMJP97,journals/dtj/EdmondsonRBBBCCDDFJMMPRSTW95,False,2
2165,conf/airs/KimRCRCK04,conf/w2gis/KimKLJ04,False,2
2166,journals/cma/YuanZWY08,journals/pami/ZhuWGY10,False,2
2167,conf/cisst/SongKLKJS05,conf/icnsc/0002U07,False,8
2169,conf/iccd/CaiW92,conf/iccS/CaiSBKK03,False,7
2170,conf/jcdl/FengM06,journals/prl/FengLM02,False,3
2172,journals/ibmrd/Irvin01,journals/sigmetrics/Irvin89,True,3
2173,conf/interact/MahmudM09,journals/corr/abs-1008-3357,False,5
2175,conf/metmbs/RochHLH04,journals/pr/ChaiHZZS96,True,3
2176,conf/premi/KeinduangjunPP05,journals/jirs/Piamsa-ngaA99,True,7
2177,journals/jvcir/KimK08,conf/hci/KimKEKASK07,True,1
2178,journals/debu/Eich85,journals/tkde/ChenD98,True,4
2179,conf/cisis/LeraJP10,conf/nbis/AlcarazGJP07,True,4
2180,journals/automatica/IshiharaGT05,conf/pricai/ArifII02,True,7
2181,journals/bmcbi/RothF07,conf/kbse/DenneyF06,False,8
2182,conf/icpr/ArcaCL04,journals/jdcta/FukudaTIBUOA09,False,1
2183,conf/gpce/VizhanyoAS04,journals/pervasive/KanjoBRL09,False,5
2184,conf/icann/KoutrasCGD06,conf/chi/Wenzel93,False,7
2185,conf/f-egc/ComanZ06,conf/ciarp/ScuturiciCZ03,True,4
2186,journals/ws/SycaraPAS03,conf/masa/GozziPB01,False,4
2187,conf/ictac/JifengLL05,conf/lsms/TaoLP07,False,4
2188,journals/cacm/SimonsH05,conf/tapsoft/Horning85,True,6
2189,conf/rsfdgrc/Zhong05,journals/jacm/ZhongW03,False,7
2190,conf/miccai/BreenWLL03,journals/tmi/SalemSLBGW02,True,2
2191,journals/ijon/AlmeidaA08,journals/crossroads/SawantHCC09,False,5
2192,journals/corr/abs-1012-5961,conf/msr/BirdGDSH07,False,4
2193,conf/vrml/EliensWRS07,journals/tsp/LiuPWP09,False,3
2194,conf/icassp/GuerrieroWMM08,journals/pc/BrintGLWMW88,False,7
2195,journals/vlsisp/SahooGAS10,conf/ieaaie/ShekharMVBC98,False,6
2196,journals/siamdm/FichKPR05,conf/wdag/BrodskyEW06,True,7
2197,conf/icip/JainP09,journals/dtj/EdmondsonRBBBCCDDFJMMPRSTW95,False,5
2198,journals/orl/Jia01,conf/paisi/ShiJLL07,True,6
2199,conf/lics/AltenkirchDHS01,conf/informatiktage/Hofmann06,False,5
2200,conf/fskd/ZouHTZ06,conf/ispan/SiegelBDKMPSSTTW96,False,7
2201,journals/twc/ZhouLW06,conf/sigir/CringeanEMW90,False,2
2202,journals/ieicet/ParkL09a,conf/wisa/Hwang0HR04,False,5
2203,journals/pvldb/ChengLYLLX10,journals/ijon/GradwohlG04,False,6
2204,journals/prl/DucBBMF97,conf/gi/ZitterbartF03,False,6
2205,conf/codes/XueSLS05,conf/rtcsa/XueYXSS08,True,5
2207,conf/iceb/XiangKO04,conf/iceb/KimK04a,True,7
2209,conf/caip/DitrichS07,conf/visapp/PlatzerDSNW09,True,8
2210,journals/sigmobile/SenGXC09,journals/jcb/SwidanZP06,False,7
2211,conf/esws/TuominenFVH09,conf/msr/NussbaumZ10,False,5
2212,journals/endm/FurediO09,conf/icic/TanglHZLT06,False,1
2213,conf/etra/LoschkyM00,conf/fdl/BraunSSHGR03,False,5
2215,conf/IEEEares/LiuLYS08,journals/nar/JayapandianCTYEILNSAASJ07,False,2
2216,conf/atal/BerryABCNPPSTUY06,conf/atal/VincentBAOW03,True,5
2217,journals/tim/MiceaCUCCG10,conf/saci/StanescuSCCCB07,True,5
2218,conf/cis/LiY05,conf/premi/ManwaniMJ07,False,2
2219,journals/jcisd/OttKSPAJS04,conf/fuzzy/Mihaila97,False,5
2220,conf/iat/KhannaSHS09,conf/visapp/AidarousGSS07,False,4
2221,journals/el/ChiC09,journals/ieicet/KerCC05,False,1
2222,conf/coopis/DragutL04,conf/webi/DragutFYM09,True,3
2223,conf/hicss/ShaoFHL09,conf/wads/ChenLL07,False,1
2224,conf/icdm/AnalouiMR07,conf/amt/BeigiPMM10,True,5
2225,journals/prl/ZhangVK05,conf/hicss/ZhangDSB00,False,4
2226,conf/sum/MartinezPPSS10,conf/patmos/CappuccinoPC05,False,7
2227,journals/amc/ZhangGH10,journals/jasis/ZhangB07,False,5
2229,conf/dsd/RyuSM01,conf/date/KuacharoenMM03,True,4
2230,conf/gi/HessCS10,conf/gldv/Martin95,False,2
2231,conf/pdpcs/SundaresanG95,conf/cikm/ParikhS08,True,4
2232,journals/tsmc/MastorocostasT02,journals/pr/MoustakidisT10,True,2
2233,conf/mm/StadelmannF09,conf/etfa/MathesSDHF08,True,8
2234,conf/gcse/CoplienZ00,conf/ifip8/QinZYX07,False,3
2236,conf/icassp/Fuchs09,conf/icip/MartinFGT08,True,4
2237,journals/ibmsj/Boos85,journals/jsyml/Boos76,True,6
2239,journals/tsp/ZhangCL09,conf/acns/Zhang07,False,5
2241,conf/icc/ChenXJWZ08,conf/apweb/ZhouPSX04,False,1
2243,journals/mscs/EscardoHS04,journals/ki/BachfischerBHWW07,False,1
2244,journals/jcc/LuqueBO94,journals/jcc/CurutchetSBOL03,True,8
2247,conf/icdim/OsbornF07,journals/jcamd/KimGNSV93,False,1
2248,conf/acii/SchroderDKMPPPSTW07,conf/ijcai/BlandCKRW91,True,2
2249,journals/nar/ChenWLJW06,conf/pcm/YuanZXWW07,False,1
2251,conf/iscas/UshidaYN02,journals/jcsc/YangNU03,True,2
2253,journals/ctw/SpinelliPO05,conf/ipps/KimLL99,False,8
2254,conf/spieSR/StanS01,conf/esorics/SimplicioBCMN08,False,5
2255,conf/ki/Hernandez89,conf/iscc/BraunRS01,False,7
2256,journals/cleiej/SouzaC04,conf/dexaw/Ribeiro-JustoPC98,True,2
2257,conf/icwn/SampalliRTSRGAN10,journals/ijhsc/DemaineS96,True,8
2258,journals/isci/Han05,journals/rti/Sun01,False,6
2259,journals/ijon/McLeanOG04,journals/neco/GrahamW99,True,8
2260,conf/wise/ZhaoL02,conf/hicss/LinFWZ07,False,1
2261,conf/chi/CakirCMU95a,conf/gvd/KiewittM06,False,1
2262,journals/ife/000510,conf/hpcn/WismullerL96,False,7
2263,conf/w2gis/FangLXTWZP08,journals/gis/LinZGXQ10,False,8
2264,conf/kes/KuranoYNY98,journals/corr/abs-0704-2841,False,3
2265,conf/wcnc/GhaniGH10,conf/sigdoc/AluisioSPMCF08,False,5
2266,journals/nar/KanehisaGHAIKKAH06,journals/sigmod/AokiUYAKM04,True,1
2267,journals/is/BusscheH93,conf/advis/HaffnerRHEM00,False,7
2268,conf/adbis/AkalBS02,conf/vldb/AkalTSBGV05,True,5
2269,journals/pdln/ReiLFG01,journals/speech/LopezGF06,True,8
2270,journals/questa/BriereC87,conf/bncod/TahaE07,False,8
2272,conf/bibe/GaoH07,conf/icpr/GaoWFZ06,False,7
2273,conf/isvc/BobachBU06,conf/gi/Bertram89,False,1
2274,journals/ibmsj/ChessW81,journals/corr/abs-1002-1178,False,3
2275,conf/soda/AmirCD02,conf/icce/ApperleyJJMMPRTV02,False,8
2276,journals/siamam/ChungB05,conf/cinq/ZakiDGPPPPU04,False,3
2277,conf/iccS/LiuGDG06,conf/ictai/ChenDBB09,False,8
2278,conf/cidr/IvesKKC05,journals/eswa/GuvenirC10,True,1
2279,conf/iccad/LiXKCM04,journals/www/LiJM06,False,5
2280,conf/iscc/YangGS04,conf/dbta/YangZYZ09,False,4
2281,journals/tplp/OsorioC07,conf/conielecomp/EiseleRGG04,True,5
2282,conf/pics/WangB99,conf/cvpr/ZengWWGSP10,False,8
2284,journals/ijsr/MohanWCZ09,conf/iros/LeeWG06,True,4
2285,conf/soda/LiY01,conf/icde/LiLZ04,False,4
2286,conf/soda/LiY01,conf/icnc/LiuLZ10,False,3
2287,conf/gcc/ZengHLWH10,journals/tase/WangL10,False,7
2288,journals/jei/LiuYWSSD08,conf/iccsa/ShangYZJL05,True,3
2289,conf/miccai/ZhangYRG07,conf/sac/ChenJZY09,False,3
2291,conf/miccai/PangQCWLH07,conf/iscas/LinHY05,False,5
2292,journals/bc/HenisF95,conf/im/BreitgandGHS09,True,5
2293,conf/vrst/PetersonAE08,conf/vrst/AxholtPE08,True,6
2294,conf/hicss/BachBFFGL97,journals/concurrency/ZhangYNCGRCOS07,False,8
2296,conf/sigmod/CaiDHLM05,journals/pvldb/DongBHS10a,True,6
2297,conf/iros/XuGDAFS09,conf/icc/ChenXJWZ08,False,1
2298,journals/expert/FenselDOSBBF01,journals/ppl/PlankADB03,False,8
2299,conf/webnet/Gallego-FernandezDP00,conf/sac/DollerSKTD10,True,8
2302,journals/mcs/PengYGX09,conf/interact/FadelD07,False,2
2303,journals/ijon/ErdogmusHP02,journals/jdwm/NassisRDR05,False,2
2304,conf/eurogp/WalkerM07,conf/evoW/VolkMS09,True,3
2305,journals/ieicet/LiuKF06,journals/ijfcs/Kameyama95,False,1
2306,conf/wcnc/FengLWZYBC08,conf/vtc/LiFZTT10,True,4
2307,journals/ton/NarvaezST00,journals/comcom/SiuT96,True,4
2312,conf/miccai/CookZAYAGCT05,conf/icnc/WangDZY10,False,7
2313,journals/concurrency/TuminaroSH98,journals/ijhsc/BarszczCJT89,True,2
2315,conf/icmi/KhalidovFHAH08,conf/cfap/BlanchetFS05,True,5
2316,conf/cis/ZhangX05,conf/provsec/CuiFHIZ07,False,4
2317,journals/jss/FengC96,conf/aina/FengCLCS10,True,8
2318,conf/iccS/TianDCJ07,conf/iticse/YueD04,False,2
2319,conf/cp/Rojas96,conf/sbia/CastroMR04,True,6
2320,conf/ispan/ChanCCCCCCCHHLLPTTTYY04,conf/qsic/YuNC03,False,5
2321,conf/cscwd/PozzerLRV05,conf/isvc/LoaizaRG07,True,2
2323,conf/nordichi/FerreiraSHJ08,conf/ets/DevtaprasannaGKRP06,False,1
2324,conf/lcn/StrayerMWHHGSSMKZ09,conf/ws/PartridgeCJKSS02,True,8
2325,journals/corr/abs-1008-0235,journals/acta/GonczarowskiW89,False,2
2326,journals/tit/LingWLK07,journals/ieicet/MuralidharLG09,True,7
2329,journals/ijcia/GrewalW03,conf/ppopp/CarterGG10,True,8
2332,journals/nar/PavyJCPKMR07,journals/nar/SilversteinSJKFKAMR01,True,2
2333,conf/agentCL/ElioH00,journals/sLogica/PelletierEH08,True,6
2334,conf/cdc/ChouL09,conf/icra/LianM03,True,4
2335,conf/wsc/LawsonL07,journals/dss/PowellBL08,False,4
2336,journals/ijfcs/MullerN00,conf/aips/Botea0S05,False,5
2337,conf/icws/PaolucciS04,conf/seal/AnghinolfiBPV08,False,3
2338,conf/wbir/FischerM03,conf/cade/DenneyFS04,False,1
2339,conf/recomb/Myers99,conf/ismb/EdgarM05,True,8
2340,journals/ce/KonstantinidisTTP10,journals/comcom/KonstantinidisY11,False,5
2341,journals/speech/ErkelensJH07,conf/icassp/JensenCEJ08,True,3
2343,conf/oois/GuoRKS01,conf/icann/ArieEJLST10,False,7
2344,conf/infrasec/KimKSK02,conf/icnc/KangJY06,False,7
2345,conf/cars/AndoKTKKSFFO01,conf/cars/KitamuraATKKSFFO01,True,1
2347,conf/fase/BelaundeP02,conf/lsms/ShaoHTDYW10,False,2
2348,journals/fmsd/BrockH97,conf/avi/MassariPS94,False,5
2349,journals/ijseke/CounsellNM04,journals/ida/LindgrenB04,False,5
2350,journals/nar/SkupskiBFHHIKKRSSSSTTWZH99,journals/jlp/JayaramanM00,False,8
2351,journals/ijwin/JieB08,conf/isip/Zhong-guiJG08,True,8
2352,journals/combinatorica/GrabnerKT02,journals/jsc/AschenwaldST96,True,7
2353,conf/miccai/HuangLCLLW09,conf/cie/LiuW10,False,7
2354,conf/ike/WangLY07,conf/mic/Ramirez-RosadoG03,False,6
2355,conf/waim/YeZHHZW09,conf/infoscale/HuangCJ06,False,6
2357,conf/iri/NijimXQ05,conf/icse/MarriXTHS09,False,6
2358,journals/jcisd/WittayanarakulASSPPH05,conf/date/KeezerGMT05,False,2
2359,conf/compgeom/KimMPV08,journals/tcs/AmatoLM09,False,2
2360,conf/icip/AlliliZ05,conf/isnn/LiLD07,False,5
2361,conf/iscas/FanC04,journals/jei/TrahaniasSSS93,False,4
2362,journals/mp/DashGL10,conf/isvlsi/LodiCCCT03,False,2
2363,journals/wi/BrenneckeEKS97,conf/ncm/KeilSD09,True,3
2364,conf/snpd/DuanZ07,conf/webi/ZhangZWYX04,False,7
2365,journals/jvca/BaxterBA09,journals/tog/TodoABI07,True,8
2366,journals/ijcv/DrouinTR09,conf/vtc/LaRocheR07,False,6
2367,journals/cagd/Kallay91,conf/gis/Kallay07,True,5
2368,journals/titb/NiiranenYN08,conf/uic/GuanYCGLL07,False,1
2369,journals/automatica/ZhouWW09,journals/jss/WangZG09,False,8
2370,journals/ras/ZhangTCYL09,journals/nn/ChenXC99,False,3
2371,conf/mmsec/TopkaraTATLD04,conf/ih/AtallahRHKSTT02,True,6
2372,journals/dt/SemiaoRRPVSTT08,conf/patmos/DiasSLBP08,True,3
2373,conf/performance/GoldbergPL83,journals/tc/ConwaySL89,True,7
2374,conf/pricai/RaoS98,conf/icdim/SattarS10,False,7
2376,conf/incdm/MendezFDIC06,journals/aepia/Fdez-RiverolaC00,True,5
2377,conf/wimob/EspositoCF09,conf/debs/EspositoCG09,True,8
2380,conf/mobihoc/GuoHWCZW09,journals/jcisd/RhodesWCDH03,False,8
2381,journals/candc/Galat06,journals/titb/DenaiMMPBM10,False,1
2382,conf/interworking/GordonD02,journals/winet/MahajanDL98,True,5
2383,conf/cikm/ZhangF06,conf/avss/LuZF06,False,3
2384,conf/cec/ChenZY07,conf/icml/ZhangH03,False,1
2385,journals/ijces/LiuLCN00,conf/icfem/SunLC10,False,4
2386,conf/icip/ChenWSWHWL10,conf/miar/WangHW08,True,8
2387,journals/dsonline/Zenil02,journals/dsonline/Chavez03,True,3
2389,conf/chi/PetersHSMD07,journals/tods/FaginKPT08,False,2
2392,conf/dexaw/NeumannS03,conf/icpr/CapelZ00,False,5
2393,journals/candc/WoottonF93,journals/cn/DobosiewiczGR93,False,7
2394,conf/smc/YangXXDH07a,conf/icalp/BiniGP91,False,2
2397,journals/jbcb/LiCX09,journals/tcs/XuWZL05,False,4
2398,journals/nar/ChenWLJW06,conf/imsccs/ZhangSWFS06,False,4
2399,journals/tsp/GuerrieroMMW10,journals/jcisd/WillettWB86,False,6
2403,conf/wec/WangH05,journals/corr/abs-1005-0665,False,6
2404,conf/vldb/DongHY07,conf/vldb/DongHMNZ04,True,1
2406,conf/cdes/XiaoSVL08,conf/cdes/ShiL09,True,2
2407,journals/expert/Cantu-Ortiz03,conf/fmcad/CantuBSB96,True,5
2409,conf/geoinformatics/ZhangLLSC10a,journals/tsmc/YangLJ06,False,4
2410,conf/dagm/GoebelBT05,conf/eccv/GoebelBT06,True,3
2411,journals/jcmc/YunT00,journals/speech/ChakrobortyS10,False,7
2412,journals/tsmc/SinghTDPW09,journals/jcisd/BawdenCDDLW81,False,6
2413,conf/cdc/HanGL09,journals/tnn/GeH07,True,8
2414,conf/para/DracopoulosK96,conf/icip/MeierN99,False,3
2415,conf/isw/CamachoHKO08,conf/eurogp/AutonesBCLLS04,True,5
2417,journals/pr/ChongRM04,conf/jcis/PalaniappanR02,True,4
2418,conf/chi/SalovaaraJOSKKT06,conf/chi/KurvinenAH06,True,4
2419,conf/acsac/EnckBRMS08,journals/scn/TraynorBEMB10,True,4
2421,journals/mansci/LiuGZ06,journals/mktsci/DukesL10,True,8
2422,conf/icdm/MehtaPM06,journals/jpdc/KumarMPSZ06,False,6
2423,conf/wmcsa/GellersenSB00,conf/jit/SchmidtS98,False,3
2425,conf/hci/Leikas07,conf/sigcse/JackowitzPS90,False,5
2426,conf/iscas/ChenNGZW06,conf/isecs/HongL08,False,6
2427,conf/dial/FengMM06,journals/prl/FengLM02,False,5
2428,conf/fcs/Farago05,journals/tc/ChlamtacF94,True,6
2429,conf/bmvc/ShaoM96,journals/rti/ShaoMZ98,True,8
2430,conf/icinco/SeoP04,journals/cor/BaptisteFS08,False,7
2431,conf/iticse/Gegg-HarrisonBGOW03,conf/aimsa/SharkovD88,False,5
2433,conf/wcnc/ZhangZKR09,conf/wise/PaikK06,False,6
2434,journals/ce/ManginaK08,conf/cse/AyoolaP09,True,4
2436,conf/ipps/XieS08,conf/icse/TanejaXTHS09,False,4
2437,conf/cdc/WangW09,conf/ispan/WangZGK09,False,1
2438,conf/icml/ChengHH09,journals/datamine/HuhnH09,True,7
2439,journals/debu/MendelzonR00,journals/corr/cs-DB-9809033,True,7
2440,conf/cases/AkgulLM01,conf/date/RyuM03,True,4
2441,journals/ijns/LeungCS96,conf/kdd/WangC10,True,3
2442,journals/eaai/MoralesR09,conf/ciarp/Morales04,True,8
2443,journals/simpra/LimJSS03a,journals/ese/MayrhauserWO00,False,5
2445,conf/das/HottaSKN06,conf/pcm/WangLZSZG09,False,7
2446,journals/wicomm/JayalathT02,journals/tcom/AnnamalaiTB05,True,4
2447,journals/artmed/FischerRB09,conf/safecomp/BasirDF08,False,4
2448,conf/ibpria/PedersoliGV09,conf/icmcs/RoviraGLMPFF04,False,8
2449,conf/iccS/GuangTD07,conf/miccai/ChengVCM09,False,8
2450,journals/ieicet/YeCK07,journals/ipl/ChenM07,False,2
2451,conf/iceis/Veryha02,journals/jikm/Veryha03,True,2
2452,conf/mips/OssipovK03,conf/wwca/ManningKLSZ97,False,3
2453,journals/inffus/FabreAB01,conf/hci/BoschianLDMJ99,False,3
2454,conf/parelec/KatkovS02,conf/mindtrek/VirtanenM08,False,1
2455,conf/mcs/SantosVAF03,conf/cadui/HarperSG99,False,3
2456,conf/iastedCCS/LakshmikanthanMN04,journals/mlq/HowardRS00,False,6
2457,journals/mr/NotermansQHMBZSKJ09,conf/hybrid/TerwieschSPK97,False,8
2459,conf/icde/CheungYCKN05,conf/vldb/FuC94,True,6
2460,conf/wacv/JiangJM05,conf/IEEEias/WangSJXL09,False,5
2461,conf/IEEEcit/FengCZD04,journals/chinaf/ChengGDWQ08,False,4
2462,conf/wacv/JiangJM05,conf/fskd/JiangY10,False,3
2463,conf/fossacs/Abraham-MummBRS02,journals/scp/Roever10,True,4
2464,conf/pods/SchmidtS02,conf/vl/FanJLRST10,True,7
2465,journals/dm/Flaxman04,journals/im/FlaxmanFV07a,True,1
2466,journals/vc/WangT09,journals/jaciii/WangX09,True,7
2467,journals/jsyml/Barwise72,journals/jsyml/BarwiseB99,True,1
2468,conf/icse/MockusWZ03,journals/ipm/Zhang06a,False,2
2469,conf/cec/CastelliMSV10,conf/acri/Manzoni10,True,4
2470,conf/icmi/HolzapfelNS04,journals/automatica/Choi09a,False,1
2472,journals/vc/DekkersOG04,conf/doceng/MeneguzziMMOS04,False,6
2473,conf/iwann/AlonsoRVJF09,journals/mva/MaidiDAM10,False,1
2474,journals/ejc/ShinZ10,journals/ijmms/SutcliffeEH00,False,1
2475,conf/cec/PeraltaGS09,journals/prl/MorenoM08,True,6
2476,conf/semweb/DenkerKFPS03,conf/aiworc/SacilePB00,False,4
2477,journals/csse/NarasimhanMM02,conf/itng/KartMM08,True,4
2478,conf/visapp/DuricLR07,conf/fgr/LawsonDW08,True,6
2479,conf/compsac/HarelKR08,conf/compsac/BaiK09,True,7
2482,conf/eccv/LuthonPC94,journals/compsec/Menkus94,False,5
2484,journals/neco/LowLA05,conf/icra/YangKA99a,True,4
2486,conf/ideal/CarchioloLM02,conf/icalt/CarchioloLM01,True,2
2487,conf/codes/FreundDIR97,conf/IEEEcit/PengZYWY10,False,3
2488,conf/ictai/KangCLK97,journals/ercim/KemenyZ09,False,1
2489,conf/er/ShinJ03,conf/icdm/CoenenL04,False,6
2490,journals/ieicet/ChenK08a,conf/cmg/Briner88,False,6
2491,conf/vlsid/SinghCGDBK03,journals/jfr/SinghSCKBLZDOPSSMCH07,False,1
2492,conf/iccS/LiuGDP06,conf/deec/TianDCW06,False,3
2493,journals/ijbc/ZhangSY06,journals/tecs/ZhangA07,False,5
2494,journals/micro/MaierBSP02,journals/comcom/BauerB90,True,3
2496,journals/trob/RyewC01,conf/iros/LocRKTKMCP09,True,3
2498,journals/expert/ShahriS06,conf/muc/WeischedelABIP91,False,3
2499,journals/networks/SharaihaGLO97,conf/clef/TerolPMLMN05,False,5
2500,conf/dis/SallantinDA06,conf/ACISicis/WengF09,False,5
2501,journals/sLogica/JuM08,conf/anlp/ChangTKCCCL92,False,4
2502,conf/icga/GuvenirS93,conf/fccm/MannerSS00,False,1
2503,conf/cdc/HuijbertsMN08,conf/appt/CeSYHZM07,False,5
2505,journals/jei/Carter05,journals/soco/TanSTL07,False,5
2506,journals/rsa/McGeochT95,conf/dac/TygarE85,True,4
2507,conf/infocom/ChenLD05,journals/simulation/ChenG08,False,6
2509,conf/icnc/SunL10b,conf/icfem/SunLDW08,False,4
2510,conf/tlca/Jacobs93,conf/fmoods/SmansJP08,False,7
2511,series/asc/Kim07,journals/vldb/KimWLL08,False,7
2512,conf/ijcnn/Floares08,journals/jat/BauschkeCL04,False,2
2513,journals/tsmc/ShiCD07,conf/aim/PratZ06,False,3
2514,journals/pami/WangB92,conf/miccai/ChakravartySGBC05,False,1
2515,conf/date/BernardiSSSR06,conf/mata/BarbaS02,False,8
2517,journals/jcc/DelalandeFGB09,conf/pet/SchiffnerC09,False,4
2518,journals/tpds/ChenOS00,conf/kdd/SheCWEGB03,False,6
2520,conf/iwann/GonzalezRLL05,conf/icra/RamirezSB99,True,6
2522,conf/wstst/GaoUC05,conf/kdd/SheCWEGB03,False,4
2523,journals/ivc/XiaoHW10a,conf/sgai/CroitoruXDL07,False,8
2525,journals/mansci/HarhoffW09,conf/eurogp/KronbergerWAW09,False,4
2526,journals/hmd/StrahringerLSE07,journals/stt/PassingS02,True,5
2527,conf/or/SteegS07,conf/imaging/FredembachSS03,False,8
2529,conf/icra/JeongT06,conf/its/CorbettMSH00,False,6
